x,area,qty
980,0.006333333333333333,9.99000000999e-06
957,0.08666666666666667,2.4975000024975e-05
704,0.006666666666666667,2.4975000024975e-06
1084,0.01,1.2987000012987e-05
792,0.006666666666666667,3.996000003996e-05
444,0.006,0.0001002996001002996
72,0.006666666666666667,0.0001998000001998
895,0.00506,3.996000003996e-05
330,0.13333333333333333,0.000999000000999
637,0.005,2.4975000024975e-06
235,0.006666666666666667,0.00024975000024975
123,0.008,1.998000001998e-06
746,0.0045,4.995000004995e-06
527,0.008866666666666667,5.3946000053946e-05
272,0.11333333333333333,4.995000004995e-05
635,0.006666666666666667,2.4975000024975e-05
947,0.011666666666666667,3.996000003996e-05
186,0.005,4.995000004995e-05
654,0.0044,2.63736000263736e-05
795,0.0036666666666666666,2.4975000024975e-06
748,0.11,9.99000000999e-05
211,0.007333333333333333,4.995000004995e-05
1001,0.043333333333333335,4.995000004995e-06
14,0.1,3.996000003996e-05
1024,0.008333333333333333,3.996000003996e-06
873,0.008833333333333334,7.4925000074925e-06
288,0.008333333333333333,4.995000004995e-05
486,0.005666666666666667,2.4975000024975e-06
863,0.006166666666666667,3.4965000034965e-05
1080,0.006666666666666667,4.9950000049950003e-08
972,0.008333333333333333,4.995000004995e-05
601,0.005666666666666667,1.4985000014985e-05
69,0.25,0.00159844995159845
532,0.0033333333333333335,9.99000000999e-07
225,0.006666666666666667,3.4965000034965e-05
27,0.008333333333333333,2.997000002997e-07
232,0.2,0.0008991000008991
131,0.016666666666666666,0.00024975000024975
973,0.03333333333333333,4.995000004995e-05
1149,0.08333333333333333,0.000999000000999
1042,0.007,4.1958000041958e-05
349,0.02666666666666667,4.9950000049950003e-08
627,0.0035,2.24775000224775e-05
965,0.004166666666666667,2.4975000024975e-05
402,0.06666666666666667,3.74625000374625e-06
1083,0.006666666666666667,7.4925000074925e-06
51,0.016666666666666666,0.0005994000005994
970,3e-05,2.472525002472525e-05
876,0.5,1.4985000014985e-06
1057,0.01,9.99000000999e-06
1106,0.0033333333333333335,1.4985000014985e-05
1022,0.006666666666666667,1.24875000124875e-05
449,0.005,4.995000004995e-07
453,0.004083333333333333,1.4985000014985e-05
1120,0.005833333333333334,4.995000004995e-06
614,0.009333333333333334,4.995000004995e-05
663,0.004,4.995000004995e-05
1054,0.006666666666666667,2.4975000024975e-06
536,0.00476,7.4925000074925e-06
76,0.006666666666666667,0.0003996000003996
693,0.010666666666666666,6.3936000063936e-05
956,0.007333333333333333,4.995000004995e-06
518,0.006333333333333333,5.74425000574425e-05
550,0.0036666666666666666,2.4975000024975e-05
992,0.006666666666666667,2.4975000024975e-05
271,0.1,2.4975000024975e-05
547,0.008333333333333333,7.4925000074925e-05
786,0.001,4.995000004995e-06
21,0.1,0.000999000000999
178,0.018,0.000999000000999
559,0.015166666666666667,5.0949000050949e-06
315,0.16666666666666666,0.0024975000024975
339,0.0033333333333333335,4.995000004995e-06
708,0.008646666666666667,4.995000004995e-06
671,0.012,7.4925000074925e-05
1119,0.0033333333333333335,4.995000004995e-06
74,0.005333333333333333,1.4985000014985e-05
0,0.007333333333333333,4.995000004995e-06
1059,0.008333333333333333,4.995000004995e-07
67,0.01,0.00035964000035964
859,0.006666666666666667,4.995000004995e-05
1171,0.0036666666666666666,1.998000001998e-05
923,0.009333333333333334,5.994000005994e-06
325,0.009,1.0989000010989e-05
296,0.006666666666666667,3.996000003996e-05
1028,0.005,2.997000002997e-05
855,0.008766666666666667,6.4935000064935e-06
662,0.0033333333333333335,2.4975000024975e-06
241,0.008333333333333333,4.995000004995e-05
374,0.03333333333333333,0.00024975000024975
283,0.006,3.5964000035964e-05
552,0.005266666666666667,1.24875000124875e-05
969,0.005333333333333333,2.997000002997e-06
419,0.004666666666666667,3.4965000034965e-05
86,0.006666666666666667,0.0001423575001423575
184,0.09,4.995000004995e-05
278,0.005666666666666667,3.3966000033966e-05
357,0.007666666666666666,4.4955000044955e-05
450,0.008,2.4975000024975e-06
252,0.007666666666666666,4.995000004995e-06
396,0.008333333333333333,0.0005489005505489006
974,0.00871,4.9950000049950003e-08
37,0.006666666666666667,0.00024975000024975
1062,0.016666666666666666,2.4975000024975e-05
944,0.007,4.995000004995e-05
700,0.006666666666666667,4.995000004995e-05
57,0.006666666666666667,2.997000002997e-05
167,0.01,9.99000000999e-06
582,0.008533333333333334,3.996000003996e-05
1129,0.008666666666666666,1.4985000014985e-05
542,0.005666666666666667,7.4925000074925e-07
1071,0.011666666666666667,2.4975000024975e-06
597,0.009,3.24675000324675e-05
91,0.006666666666666667,0.000174825000174825
254,0.1,0.0005994000005994
19,0.04,0.0004995000004995
372,0.008833333333333334,5.2947000052947e-05
484,0.0085,2.4975000024975e-05
1044,0.06666666666666667,3.996000003996e-05
1081,0.004,3.24675000324675e-06
924,0.007566666666666667,4.24575000424575e-05
424,0.006666666666666667,2.4975000024975e-05
696,0.007666666666666666,0.0002122875002122875
528,0.004,2.4975000024975e-06
1099,0.007333333333333333,4.995000004995e-06
513,0.009666666666666667,4.995000004995e-05
885,0.012666666666666666,9.99000000999e-06
1169,0.006666666666666667,1.03896000103896e-05
1110,0.024666666666666667,4.995000004995e-05
445,0.009,2.997000002997e-06
269,0.09,9.99000000999e-05
353,0.03166666666666667,1.123875001123875e-05
327,0.004,2.4975000024975e-06
896,0.007333333333333333,7.64235000764235e-06
130,0.008333333333333333,0.00074925000074925
441,0.011166666666666667,4.995000004995e-06
10,0.056666666666666664,0.052674872452674874
657,0.006666666666666667,3.996000003996e-05
520,0.0021666666666666666,2.4975000024975e-06
913,0.005,2.4975000024975e-06
603,0.004666666666666667,2.7972000027972e-05
342,0.005,9.99000000999e-05
1058,0.01,2.4975000024975e-06
1032,0.006333333333333333,3.7962000037962e-05
824,0.005,2.4975000024975e-06
766,0.02,0.00011988000011988
1170,0.0026666666666666666,4.995000004995e-07
168,0.008333333333333333,0.0001069929001069929
88,0.056666666666666664,0.000184815000184815
508,0.009,9.99000000999e-06
968,0.01,9.99000000999e-06
641,0.01,4.995000004995e-05
723,0.004,2.4975000024975e-06
38,0.3333333333333333,5.4945000054945e-05
6,0.03333333333333333,4.995000004995e-05
340,0.0074333333333333335,4.995000004995e-05
151,0.05,0.0002997000002997
375,0.03333333333333333,0.0001998000001998
638,0.007833333333333333,8.4915000084915e-06
843,0.0033333333333333335,0.004995000004995
202,0.11666666666666667,9.99000000999e-05
574,0.008666666666666666,4.995000004995e-06
681,0.005,0.0005669325005669325
830,0.01,6.24375000624375e-05
1003,0.05,9.99000000999e-07
543,0.003,1.7982000017982e-05
26,0.18411333333333332,0.0011716272011716273
713,0.1,0.0006618375006618375
804,0.005666666666666667,3.3966000033966e-05
418,0.006666666666666667,4.995000004995e-05
599,0.010666666666666666,3.5964000035964e-05
768,0.0036666666666666666,2.1978000021978e-05
682,0.008106666666666667,2.4975000024975e-06
1166,0.008333333333333333,2.4975000024975e-05
492,0.001,4.995000004995e-07
770,0.006666666666666667,4.995000004995e-05
1130,0.006666666666666667,9.99000000999e-06
180,0.016666666666666666,2.997000002997e-07
961,0.006666666666666667,4.995000004995e-06
831,0.01,8.991000008991e-05
481,0.008166666666666666,3.74625000374625e-05
904,0.023376666666666667,0.00012562425012562425
286,0.04666666666666667,0.00027972000027972
192,0.007333333333333333,1.998000001998e-05
432,0.006666666666666667,3.996000003996e-05
571,0.0036666666666666666,4.995000004995e-06
1070,0.006666666666666667,2.997000002997e-05
1085,0.006333333333333333,2.4975000024975e-06
1036,0.006666666666666667,4.995000004995e-05
656,0.0033333333333333335,9.99000000999e-06
182,0.016666666666666666,0.0003996000003996
132,0.005,4.995000004995e-05
503,0.005166666666666667,9.99000000999e-06
695,0.006666666666666667,4.995000004995e-06
222,0.006166666666666667,3.24675000324675e-05
629,0.005196666666666666,2.4975000024975e-05
960,0.008,1.4985000014985e-05
1154,0.004,2.4975000024975e-06
321,0.25,0.00374625000374625
853,0.0034333333333333334,2.052945002052945e-05
24,0.06666666666666667,0.00054945000054945
877,0.3333333333333333,0.001998000001998
551,0.006753333333333333,9.99000000999e-06
818,0.005376666666666667,9.990000009990001e-08
47,0.008333333333333333,0.0002997000002997
719,0.015333333333333332,4.995000004995e-07
667,0.0028333333333333335,9.99000000999e-06
837,0.008333333333333333,4.995000004995e-05
846,0.0033333333333333335,4.995000004995e-05
234,0.08333333333333333,0.00044955000044955
1091,0.0033333333333333335,9.99000000999e-06
298,0.006666666666666667,3.996000003996e-05
911,0.006743333333333333,1.37862000137862e-05
706,0.007333333333333333,3.996000003996e-05
11,0.1,0.00014985000014985
702,0.007666666666666666,5.04495000504495e-06
1117,0.006666666666666667,1.623375001623375e-05
1113,0.005,7.4925000074925e-05
405,0.006,3.996000003996e-05
462,0.005,8.4915000084915e-06
1127,0.008933333333333333,7.4925000074925e-05
560,0.005666666666666667,4.995000004995e-07
294,1.0,4.995000004995e-05
208,0.007333333333333333,4.995000004995e-05
1088,0.006,1.24875000124875e-06
205,0.006666666666666667,3.996000003996e-05
760,0.005,2.4975000024975e-06
1078,0.006666666666666667,7.4925000074925e-06
964,0.004,2.3976000023976e-05
864,0.01,1.4985000014985e-05
755,0.006666666666666667,3.996000003996e-05
954,0.008666666666666666,2.4975000024975e-05
48,0.005,0.00018981000018981
931,0.006,4.995000004995e-06
712,0.007866666666666666,4.71528000471528e-05
146,0.5,3.996000003996e-05
717,0.007333333333333333,6.24375000624375e-06
628,0.0075,1.0989000010989e-05
905,0.011666666666666667,4.995000004995e-06
612,0.006666666666666667,0.0005994000005994
9,0.005,2.997000002997e-05
941,0.006666666666666667,1.998000001998e-05
624,0.02666666666666667,0.00015984000015984
42,0.03333333333333333,4.995000004995e-06
694,0.008866666666666667,2.4975000024975e-06
380,0.006666666666666667,4.995000004995e-05
845,0.005,2.997000002997e-05
221,0.01,5.994000005994e-05
129,0.16666666666666666,0.0004995000004995
1096,0.01,9.99000000999e-05
126,0.016666666666666666,2.4975000024975e-07
305,0.005,2.997000002997e-05
137,0.0033333333333333335,4.9950000049950003e-08
53,0.01,0.00036963000036963
794,0.006666666666666667,4.9950000049950003e-08
414,0.0031666666666666666,7.4925000074925e-05
194,0.006666666666666667,4.995000004995e-05
716,0.006666666666666667,4.995000004995e-06
925,0.01,2.997000002997e-05
1037,0.01,3.74625000374625e-05
322,0.005,2.997000002997e-05
903,0.003766666666666667,2.4975000024975e-06
744,0.004313333333333333,2.4975000024975e-06
951,0.14,5.74425000574425e-05
996,0.0021533333333333335,1.2987000012987e-05
33,0.03333333333333333,0.00044955000044955
189,0.006,0.0002872125002872125
636,0.004,4.995000004995e-06
950,0.008333333333333333,0.0001998000001998
935,0.010333333333333333,8.991000008991e-06
1105,0.004033333333333333,2.4975000024975e-06
1079,0.0003333333333333333,4.9950000049950003e-08
358,0.006666666666666667,6.74325000674325e-05
1077,0.005,2.997000002997e-05
898,0.008,3.331665003331665e-05
373,0.016666666666666666,4.995000004995e-05
260,0.02,0.00014985000014985
736,0.01,2.4975000024975e-05
354,0.006666666666666667,7.992000007992e-05
473,0.004,2.4975000024975e-05
314,0.005,5.994000005994e-05
630,0.01,1.1988000011988e-05
433,0.016666666666666666,4.995000004995e-05
350,0.12333333333333334,0.0006993000006993
727,0.01,0.00054945000054945
1132,0.006666666666666667,7.4925000074925e-06
772,0.00652,3.90609000390609e-05
653,0.005,6.993000006993e-06
359,0.006666666666666667,4.995000004995e-06
343,0.0045,1.998000001998e-05
651,0.007333333333333333,3.54645000354645e-06
691,0.007333333333333333,3.4965000034965e-05
753,0.007633333333333333,3.996000003996e-05
191,0.008,9.99000000999e-05
87,0.013333333333333334,1.713285001713285e-05
805,0.007666666666666666,1.24875000124875e-05
733,0.005666666666666667,3.3966000033966e-05
851,0.009,6.993000006993e-05
1175,0.008333333333333333,9.99000000999e-06
1135,0.0035833333333333333,2.4975000024975e-06
912,0.024,1.4985000014985e-05
670,0.005333333333333333,1.998000001998e-06
524,0.0026666666666666666,4.995000004995e-06
819,0.00746,5.24475000524475e-05
539,0.01,9.990000009990001e-08
98,0.0033333333333333335,4.995000004995e-06
149,0.012333333333333333,1.4985000014985e-05
577,0.00745,1.4985000014985e-05
417,0.008333333333333333,4.995000004995e-05
530,0.005,9.99000000999e-06
114,0.016666666666666666,1.998000001998e-05
224,0.005333333333333333,2.997000002997e-05
40,0.02,0.00014985000014985
920,0.023333333333333334,0.00024975000024975
645,0.010666666666666666,5.994000005994e-05
587,0.0099,4.995000004995e-05
546,0.013333333333333334,7.992000007992e-05
665,0.0059566666666666665,3.571425003571425e-05
136,0.015,4.995000004995e-06
284,0.004,2.3976000023976e-05
884,0.01,1.74825000174825e-06
725,0.0055,4.995000004995e-05
1112,0.055,0.000124875000124875
480,0.005,2.997000002997e-05
788,0.00366,2.24775000224775e-05
797,0.004166666666666667,2.74725000274725e-05
443,0.009,4.995000004995e-06
344,0.028333333333333332,9.99000000999e-05
537,0.006,4.995000004995e-07
650,0.006223333333333333,2.4975000024975e-06
616,0.005,4.995000004995e-05
593,0.0026666666666666666,2.4975000024975e-06
170,0.06,9.990000009990001e-08
718,0.007666666666666666,4.995000004995e-06
12,0.03333333333333333,7.4925000074925e-05
323,0.0028333333333333335,4.995000004995e-06
888,0.0084,2.4975000024975e-05
1165,0.007636666666666667,2.73726000273726e-05
143,0.016666666666666666,0.0004995000004995
176,0.006666666666666667,0.0004995000004995
478,0.006,1.253745001253745e-05
1068,0.010666666666666666,6.4935000064935e-06
80,0.01,5.994000005994e-05
842,0.006666666666666667,1.4985000014985e-05
125,0.016666666666666666,9.99000000999e-05
1174,0.006666666666666667,9.99000000999e-05
813,0.008333333333333333,4.995000004995e-05
431,0.006666666666666667,4.995000004995e-05
460,0.011616666666666668,4.995000004995e-06
275,0.04,4.995000004995e-05
499,0.005833333333333334,6.4935000064935e-06
678,0.004066666666666666,2.4975000024975e-05
1111,0.004166666666666667,2.4975000024975e-07
270,0.06333333333333334,0.0001998000001998
726,0.009333333333333334,2.4975000024975e-06
35,0.03,0.00062937000062937
967,0.006,1.4985000014985e-05
1109,0.006666666666666667,2.4975000024975e-05
28,0.005,2.997000002997e-05
1000,0.006826666666666667,4.995000004995e-06
865,0.006,9.99000000999e-06
203,0.011233333333333333,5.994000005994e-05
187,0.005,2.997000002997e-05
790,0.25271333333333335,5.994000005994e-05
565,0.012,4.995000004995e-05
829,0.008833333333333334,5.2947000052947e-05
104,0.15,0.008991000008991
762,0.00305,3.4965000034965e-06
1072,0.0033333333333333335,4.995000004995e-06
1018,0.004,1.998000001998e-06
83,0.006666666666666667,4.995000004995e-05
52,0.03333333333333333,0.0007992000007992
995,0.01,1.02897000102897e-05
1090,0.008333333333333333,4.995000004995e-06
107,0.006666666666666667,0.00011988000011988
749,0.008333333333333333,7.4925000074925e-05
463,0.008333333333333333,4.995000004995e-06
94,0.006346666666666666,3.4965000034965e-05
561,0.00926,5.55444000555444e-05
556,0.008333333333333333,2.24775000224775e-05
609,0.004666666666666667,5.4945000054945e-06
751,0.008333333333333333,4.995000004995e-05
633,0.006666666666666667,9.99000000999e-06
1073,0.016666666666666666,1.873125001873125e-05
705,0.008333333333333333,3.996000003996e-05
647,0.006666666666666667,5.994000005994e-05
740,0.008,1.998000001998e-06
268,0.007666666666666666,2.4975000024975e-05
1045,0.004,0.00010989000010989
105,0.006666666666666667,4.995000004995e-05
997,0.006666666666666667,4.995000004995e-05
247,0.06666666666666667,9.99000000999e-05
63,0.05,0.000999000000999
777,0.009,5.3946000053946e-05
926,0.025,4.995000004995e-05
834,0.004666666666666667,2.4975000024975e-07
356,0.006666666666666667,3.996000003996e-05
248,0.06,9.99000000999e-05
604,0.004333333333333333,1.998000001998e-05
776,0.01044,4.995000004995e-05
985,0.009333333333333334,1.998000001998e-05
3,0.004,7.992000007992e-05
1009,0.011666666666666667,8.116875008116875e-05
606,0.01,1.74825000174825e-05
798,0.11666666666666667,0.0005994000005994
703,0.005666666666666667,4.995000004995e-05
1021,0.008333333333333333,4.995000004995e-05
1033,0.004333333333333333,4.995000004995e-07
45,0.006,7.1928000071928e-05
41,0.19333333333333333,4.995000004995e-06
674,0.014,8.991000008991e-05
756,0.005,4.995000004995e-06
301,0.006,3.5964000035964e-05
1019,0.0045,1.4985000014985e-05
23,0.05,4.995000004995e-06
390,0.007666666666666666,4.5954000045954e-05
293,0.004,4.995000004995e-05
739,0.005576666666666666,2.4975000024975e-05
521,0.02,2.997000002997e-07
669,0.1,0.00104895000104895
1148,0.006666666666666667,4.995000004995e-06
479,0.004,2.4975000024975e-06
596,0.007,2.4975000024975e-05
652,0.008666666666666666,2.4975000024975e-05
139,0.028333333333333332,0.00016983000016983
816,0.007333333333333333,1.24875000124875e-05
835,0.013906666666666666,1.0989000010989e-05
841,0.01,5.24475000524475e-05
466,0.006,1.9980000019980001e-07
395,0.00681,9.99000000999e-06
335,0.0033333333333333335,2.4975000024975e-05
312,0.13333333333333333,0.045761492745761495
949,0.004666666666666667,4.995000004995e-06
585,0.008333333333333333,3.24675000324675e-05
490,0.005,4.995000004995e-07
535,0.0026666666666666666,1.4985000014985e-05
255,0.3333333333333333,0.000999000000999
459,0.006,1.1988000011988e-05
2,0.005,5.04495000504495e-05
1157,0.006666666666666667,3.4965000034965e-06
381,0.006,3.996000003996e-05
257,0.25,0.0004995000004995
95,0.005,4.995000004995e-05
902,0.008,6.52347000652347e-05
172,0.006666666666666667,4.995000004995e-05
56,0.006666666666666667,0.00015984000015984
870,0.006666666666666667,2.4975000024975e-06
287,0.005,2.997000002997e-05
525,0.009376666666666667,5.619375005619375e-05
392,0.3,0.0017982000017982
403,0.006666666666666667,4.4955000044955e-05
807,0.006666666666666667,0.000174825000174825
164,0.01,0.00014985000014985
161,0.3333333333333333,2.997000002997e-05
250,0.03333333333333333,4.995000004995e-05
625,0.006333333333333333,2.4975000024975e-06
68,0.06,0.00035964000035964
1107,0.004333333333333333,2.997000002997e-06
90,0.10666666666666667,0.002997000002997
724,0.008,1.4985000014985e-05
200,0.008,1.998000001998e-05
893,0.004,4.995000004995e-06
227,0.013333333333333334,7.992000007992e-05
277,0.0025,4.995000004995e-05
1086,0.007666666666666666,1.4985000014985e-05
942,0.006,2.4975000024975e-06
685,0.007333333333333333,4.995000004995e-05
491,0.009166666666666667,4.995000004995e-06
39,0.006666666666666667,1.74825000174825e-05
493,0.008333333333333333,4.995000004995e-06
592,0.005,4.995000004995e-06
774,0.008423333333333333,0.0001004994001004994
778,0.003,5.8941000058941e-06
631,0.006666666666666667,3.996000003996e-05
990,0.005,4.4955000044955e-05
13,0.01,0.00024975000024975
611,0.0075,2.4975000024975e-06
1144,0.016666666666666666,9.99000000999e-06
324,0.007333333333333333,1.4985000014985e-05
617,0.02,0.00011988000011988
319,0.011666666666666667,7.74225000774225e-05
962,0.0055,4.995000004995e-06
213,0.007333333333333333,1.998000001998e-05
994,0.005666666666666667,9.99000000999e-06
145,0.006,0.0002997000002997
179,0.009,3.9960000039960003e-07
389,0.04666666666666667,0.00027972000027972
722,0.0003333333333333333,2.4975000024975e-06
183,0.1,5.994000005994e-06
500,0.005333333333333333,1.998000001998e-06
109,0.06666666666666667,7.992000007992e-05
1020,0.006166666666666667,3.74625000374625e-05
1006,0.005,9.99000000999e-06
93,0.008333333333333333,4.9950000049950003e-08
506,0.016666666666666666,9.99000000999e-05
1146,0.02,5.994000005994e-07
734,0.00013333333333333334,0.0007992000007992
363,0.006666666666666667,4.995000004995e-05
796,0.0016666666666666668,1.24875000124875e-06
1064,0.006666666666666667,2.4975000024975e-05
334,0.008333333333333333,7.4925000074925e-05
162,0.0033333333333333335,2.4975000024975e-05
757,0.008333333333333333,9.99000000999e-07
999,0.007333333333333333,1.24875000124875e-06
684,0.005,2.4975000024975e-05
1055,0.011343333333333334,6.7932000067932e-05
25,0.007833333333333333,2.74725000274725e-05
128,0.008333333333333333,2.4975000024975e-05
310,0.16666666666666666,0.004995000004995
16,0.01,2.4975000024975e-05
471,0.006533333333333334,9.99000000999e-06
302,0.004,0.00054945000054945
545,0.008526666666666667,4.995000004995e-05
886,0.006,4.995000004995e-05
318,0.011666666666666667,2.4975000024975e-06
274,0.016666666666666666,4.995000004995e-05
581,0.006333333333333333,1.74825000174825e-05
721,0.009,4.995000004995e-05
1136,0.005,1.998000001998e-05
889,0.006966666666666667,0.00013436550013436551
966,0.006166666666666667,9.99000000999e-05
562,0.004113333333333333,0.0006160333506160334
