"eid";"pincode";"location";"area";"target_cost_per_sqft";"stage";"subcat_id";"subcat_name";"SUM(ed.qty)"
"1149";NULL;"CAlicut";"2500";"0.00";NULL;NULL;NULL;"1764.00"
"1150";NULL;"Palakkad";"2500";"0.00";NULL;NULL;NULL;"113.00"
"1151";NULL;"valiyavila";"6000";"0.00";NULL;NULL;NULL;"420.00"
"1152";NULL;"Malappuram";"2500";"0.00";NULL;NULL;NULL;"431.00"
"1153";NULL;"test";"1234";"0.00";NULL;NULL;NULL;"131.00"
"1154";NULL;"Calicut";"2500";"0.00";NULL;NULL;NULL;"5.00"
"1155";NULL;"kattayikonam";"2000";"0.00";NULL;NULL;NULL;"60.00"
"1156";NULL;"Payyanur";"2500";"0.00";NULL;NULL;NULL;"665.00"
"1157";NULL;"tvm";"2700";"0.00";NULL;NULL;NULL;"3385.00"
"1158";NULL;"Payyanur";"2500";"0.00";NULL;NULL;NULL;"665.00"
"1159";NULL;"tycaud";"2000";"0.00";NULL;NULL;NULL;"1410.00"
"1160";NULL;"tvm";"5000";"0.00";NULL;NULL;NULL;"1000.00"
"1161";NULL;"test_0127022017";"127022017";"0.00";NULL;NULL;NULL;"2030.00"
"1162";NULL;"test_0227022017";"227022017";"0.00";NULL;NULL;NULL;"1960.00"
"1163";NULL;"valiyavila";"4000";"0.00";NULL;NULL;NULL;"420.00"
"1164";"695024";"Chakkai_";"2200";"0.00";NULL;NULL;NULL;"450.00"
"1164";"695024";"Chakkai_";"2200";"0.00";NULL;"115";"Cement";"100.00"
"1165";NULL;"Aluva";"2500";"0.00";NULL;NULL;NULL;"3350.00"
"1166";NULL;"Aluva";"2500";"0.00";NULL;NULL;NULL;"3350.00"
"1167";NULL;"Aluva";"2500";"0.00";NULL;NULL;NULL;"3350.00"
"1168";NULL;"Aluva";"2500";"0.00";NULL;NULL;NULL;"39.00"
"1169";NULL;"Aluva";"2500";"0.00";NULL;NULL;NULL;"39.00"
"1170";NULL;"Aluva";"2500";"0.00";NULL;NULL;NULL;"39.00"
"1171";NULL;"elipode";"4000";"0.00";NULL;NULL;NULL;"200.00"
"1172";NULL;"Aluva";"2500";"0.00";NULL;NULL;NULL;"39.00"
"1173";NULL;"shastamangalam";"3000";"0.00";NULL;NULL;NULL;"3500.00"
"1174";NULL;"Test";"2500";"0.00";NULL;NULL;NULL;"22.00"
"1175";NULL;"Nilamel";"2500";"0.00";NULL;NULL;NULL;"1305.00"
"1176";NULL;"vette_road";"5000";"0.00";NULL;NULL;NULL;"350.00"
"1177";NULL;"Sreekaryam";"2500";"0.00";NULL;NULL;NULL;"385.00"
"1178";NULL;"Caliicut";"2500";"0.00";NULL;NULL;NULL;"1.00"
"1179";NULL;"vellayambalam";"3000";"0.00";NULL;NULL;NULL;"2000.00"
"1180";NULL;"moonamoode";"1200";"0.00";NULL;NULL;NULL;"129.00"
"1181";NULL;"Cochin";"2500";"0.00";NULL;NULL;NULL;"99.00"
"1182";NULL;"Cochin";"2500";"0.00";NULL;NULL;NULL;"645.00"
"1183";NULL;"Kumbalanji";"0";"0.00";NULL;NULL;NULL;"5.00"
"1184";NULL;"Kumbalanji";"0";"0.00";NULL;NULL;NULL;"5.00"
"1185";NULL;"Kumbalanji";"0";"0.00";NULL;NULL;NULL;"5.00"
"1186";NULL;"Nilamel";"2500";"0.00";NULL;NULL;NULL;"1305.00"
"1187";NULL;"Nilamel";"2500";"0.00";NULL;NULL;NULL;"1305.00"
"1188";NULL;"Nilamel";"2500";"0.00";NULL;NULL;NULL;"1305.00"
"1189";NULL;"Cochin";"2500";"0.00";NULL;NULL;NULL;"852.00"
"1190";NULL;"puthanthoppe";"3000";"0.00";NULL;NULL;NULL;"75.00"
"1191";NULL;"KUmbalanji";"0";"0.00";NULL;NULL;NULL;"192.00"
"1192";NULL;"KUmbalanji";"0";"0.00";NULL;NULL;NULL;"192.00"
"1193";NULL;"kattayikonam";"2000";"0.00";NULL;NULL;NULL;"200.00"
"1194";NULL;"Kudallur_679554";"1000";"0.00";NULL;NULL;NULL;"1500.00"
"1195";NULL;"Kudallur";"1000";"0.00";NULL;NULL;NULL;"1500.00"
"1196";NULL;"Kumbalanji";"0";"0.00";NULL;NULL;NULL;"1875.00"
"1197";NULL;"shastamangalam";"2000";"0.00";NULL;NULL;NULL;"50.00"
"1198";"695551";"Anappara_";"2500";"0.00";NULL;NULL;NULL;"3110.00"
"1199";NULL;"Aluva";"2500";"0.00";NULL;NULL;NULL;"3110.00"
"1200";NULL;"Aluva";"2500";"0.00";NULL;NULL;NULL;"3110.00"
"1201";NULL;"Aluva";"2500";"0.00";NULL;NULL;NULL;"3110.00"
"1202";NULL;"gaureesha_pattam";"2000";"0.00";NULL;NULL;NULL;"600.00"
"1203";NULL;"Aluva";"2500";"0.00";NULL;NULL;NULL;"3110.00"
"1204";NULL;"Irinjalakuda";"1700";"0.00";NULL;NULL;NULL;"3250.00"
"1205";NULL;"Irinjalakuda";"1700";"0.00";NULL;NULL;NULL;"3253.00"
"1206";NULL;"Murukumpuzha";"2500";"0.00";NULL;NULL;NULL;"879.00"
"1207";NULL;"trivandrum";"3000";"0.00";NULL;NULL;NULL;"1171.00"
"1208";NULL;"vellayambalam";"3000";"0.00";NULL;NULL;NULL;"12000.00"
"1209";NULL;"Ernakulam";"1588";"0.00";NULL;NULL;NULL;"640.00"
"1210";NULL;"Bangalore";"1650";"0.00";NULL;NULL;NULL;"0.00"
"1211";NULL;"695582";"20";"0.00";NULL;;;"3.00"
"1211";NULL;"695582";"20";"0.00";NULL;"159";"Faucets";"1.00"
"1213";NULL;"Murukumpara";"2500";"0.00";NULL;NULL;NULL;"878.00"
"1214";NULL;"Murukumpara";"2500";"0.00";NULL;NULL;NULL;"878.00"
"1215";NULL;"Murukumpara";"2500";"0.00";NULL;NULL;NULL;"878.00"
"1216";NULL;"kamaleshwaram";"2000";"0.00";NULL;NULL;NULL;"50.00"
"1217";NULL;"Thamarassery_";"2500";"0.00";NULL;NULL;NULL;"15.00"
"1218";NULL;"Thamarassery";"2500";"0.00";NULL;NULL;NULL;"1176.00"
"1219";NULL;"pathanapuram_kollam";"2000";"0.00";NULL;NULL;NULL;"3600.00"
"1220";NULL;"TVM";"2000";"0.00";NULL;NULL;NULL;"90.00"
"1221";NULL;"tvm";"2000";"0.00";NULL;NULL;NULL;"3.00"
"1221";NULL;"tvm";"2000";"0.00";NULL;"252";"Fans";"3.00"
"1222";NULL;"tvm";"2000";"0.00";NULL;NULL;NULL;"0.00"
"1223";NULL;"shastamangalam";"2000";"0.00";NULL;NULL;NULL;"1.00"
"1224";NULL;"Chavara";"2500";"0.00";NULL;NULL;NULL;"2860.00"
"1225";NULL;"Cochin";"2500";"0.00";NULL;NULL;NULL;"795.00"
"1226";NULL;"sample_plumbing";"0";"0.00";NULL;NULL;NULL;"365.00"
"1227";NULL;"ambalathara";"1600";"0.00";NULL;NULL;NULL;"1200.00"
"1228";NULL;"TVM";"2500";"0.00";NULL;NULL;NULL;"50.00"
"1231";NULL;"Kochi";"0";"0.00";NULL;NULL;NULL;"1.00"
"1232";NULL;"Calicut";"0";"0.00";NULL;NULL;NULL;"1.00"
"1233";NULL;"cal";"2";"0.00";NULL;NULL;NULL;"1.00"
"1234";NULL;"kattayikonam";"2000";"0.00";NULL;NULL;NULL;"1.00"
"1235";NULL;"Thrissur";"2500";"0.00";NULL;NULL;NULL;"168.00"
"1236";NULL;"Maruthankuzhy";"2500";"0.00";NULL;NULL;NULL;"62.00"
"1237";NULL;"Maruthankuzhy";"2500";"0.00";NULL;NULL;NULL;"17.00"
"1238";NULL;"Payyanur";"2500";"0.00";NULL;NULL;NULL;"62.00"
"1239";NULL;"shastamangalam";"2000";"0.00";NULL;NULL;NULL;"1.00"
"1240";NULL;"trivandrum";"2000";"0.00";NULL;NULL;NULL;"50.00"
"1241";NULL;"peyad";"7000";"0.00";NULL;NULL;NULL;"2.00"
"1242";NULL;"ulloor";"2400";"0.00";NULL;NULL;NULL;"1475.00"
"1243";NULL;"kamaleshwaram";"2000";"0.00";NULL;NULL;NULL;"50.00"
"1244";NULL;"tcr";"1500";"0.00";NULL;NULL;NULL;"1600.00"
"1245";NULL;"shastamangalam";"2000";"0.00";NULL;NULL;NULL;"200.00"
"1246";NULL;"payyanur";"2500";"0.00";NULL;NULL;NULL;"153.00"
"1247";NULL;"Kochi";"28000";"0.00";NULL;NULL;NULL;"224000.00"
"1247";NULL;"Kochi";"28000";"0.00";NULL;"152";"Electrical_Wires_and_cables";"1.00"
"1247";NULL;"Kochi";"28000";"0.00";NULL;"158";"Wash_Basins_and_Pedestals";"100.00"
"1248";NULL;"shastamangalam";"2000";"0.00";NULL;NULL;NULL;"400.00"
"1249";NULL;"Edapally";"2500";"0.00";NULL;NULL;NULL;"2147.00"
"1250";NULL;"Thamarassery";"2500";"0.00";NULL;NULL;NULL;"470.00"
"1251";NULL;"chandavila";"2000";"0.00";NULL;NULL;NULL;"300.00"
"1252";NULL;"mevarkal";"1030";"0.00";NULL;NULL;NULL;"0.00"
"1253";NULL;"shastamangalam";"2000";"0.00";NULL;NULL;NULL;"50.00"
"1255";NULL;"Thamarassery_";"2500";"0.00";NULL;NULL;NULL;"3510.00"
"1256";NULL;"Thamarassery_";"2500";"0.00";NULL;NULL;NULL;"359.00"
"1257";NULL;"Calicut";"2500";"0.00";NULL;NULL;NULL;"10.00"
"1258";NULL;"Payyanur";"2500";"0.00";NULL;NULL;NULL;"152.00"
"1259";NULL;"Payyanur";"2500";"0.00";NULL;NULL;NULL;"154.00"
"1260";NULL;"Kumbalangi";"0";"0.00";NULL;NULL;NULL;"1784.00"
"1261";NULL;"Kumbalangi";"0";"0.00";NULL;NULL;NULL;"1784.00"
"1262";NULL;"st_andrews_road";"2000";"0.00";NULL;NULL;NULL;"50.00"
"1263";NULL;"Kumbalangi";"0";"0.00";NULL;NULL;NULL;"1784.00"
"1264";NULL;"Kumbalangi";"0";"0.00";NULL;NULL;NULL;"1800.00"
"1265";NULL;"kollam";"2500";"1500.00";NULL;NULL;NULL;"1000.00"
"1265";NULL;"kollam";"2500";"1500.00";NULL;"160";"WCs__Flushing_and_Accessories";"10.00"
"1266";NULL;"Vallakadave";"2000";"0.00";NULL;NULL;NULL;"3.00"
"1267";NULL;"Cochin_";"2500";"0.00";NULL;NULL;NULL;"193.00"
"1268";NULL;"2000";"2000";"0.00";NULL;NULL;NULL;"1.00"
"1269";NULL;"st_andrews";"2000";"0.00";NULL;NULL;NULL;"2500.00"
"1270";NULL;"Cochin";"2500";"0.00";NULL;NULL;NULL;"193.00"
"1271";NULL;"Cochin";"2500";"0.00";NULL;NULL;NULL;"193.00"
"1272";NULL;"ambalathara";"6000";"0.00";NULL;NULL;NULL;"48000.00"
"1273";NULL;"kundamankadavu";"2000";"0.00";NULL;NULL;NULL;"9.00"
"1274";NULL;"kundamankadavu";"2000";"0.00";NULL;NULL;NULL;"18.00"
"1275";NULL;"Edapally";"2500";"0.00";NULL;NULL;NULL;"8.00"
"1276";NULL;"Trivandrum";"2500";"0.00";NULL;NULL;NULL;"146.00"
"1277";NULL;"maruthankuzhy";"1500";"0.00";NULL;NULL;NULL;"35.00"
"1278";NULL;"Calicut";"0";"0.00";NULL;NULL;NULL;"3.00"
"1279";NULL;"vazhutacaud";"2000";"0.00";NULL;NULL;NULL;"400.00"
"1280";NULL;"Trivandrum";"2500";"0.00";NULL;NULL;NULL;"4.00"
"1281";NULL;"kanjiramkulam";"200";"0.00";NULL;NULL;NULL;"200.00"
"1282";NULL;"Chavara";"2500";"0.00";NULL;NULL;NULL;"42.00"
"1283";NULL;"kanjiramkulam";"2000";"0.00";NULL;NULL;NULL;"200.00"
"1284";NULL;"kundamankadavu";"2500";"0.00";NULL;NULL;NULL;"27.00"
"1285";NULL;"kundamankadavu";"2500";"0.00";NULL;NULL;NULL;"27.00"
"1286";NULL;"Vettucadu";"2500";"0.00";NULL;NULL;NULL;"113.00"
"1287";NULL;"kanjiramkulam";"2000";"0.00";NULL;NULL;NULL;"1300.00"
"1288";NULL;"Manvila";"2500";"0.00";NULL;NULL;NULL;"984.00"
"1289";NULL;"Calicut";"2500";"0.00";NULL;NULL;NULL;"16.00"
"1290";NULL;"Changanassery";"2500";"0.00";NULL;NULL;NULL;"14.00"
"1291";NULL;"tvm";"2000";"0.00";NULL;NULL;NULL;"255.00"
"1292";NULL;"tvm";"2000";"0.00";NULL;NULL;NULL;"255.00"
"1292";NULL;"tvm";"2000";"0.00";NULL;"255";"Electrical_Consumables";"1.00"
"1293";NULL;"Ekm";"200";"0.00";NULL;NULL;NULL;"9.00"
"1294";NULL;"Ekm";"2500";"0.00";NULL;NULL;NULL;"10.00"
"1295";NULL;"Calicut";"2500";"0.00";NULL;NULL;NULL;"10.00"
"1296";NULL;"Trivandrum";"2500";"0.00";NULL;NULL;NULL;"4.00"
"1297";NULL;"AMBALATHARA";"2000";"0.00";NULL;NULL;NULL;"200.00"
"1298";NULL;"Karakulam";"2500";"0.00";NULL;NULL;NULL;"6.00"
"1299";NULL;"Manvila";"2500";"0.00";NULL;NULL;NULL;"1233.00"
"1300";NULL;"Ekm";"2500";"0.00";NULL;NULL;NULL;"5.00"
"1301";NULL;"chandavila";"2000";"0.00";NULL;NULL;NULL;"50.00"
"1302";NULL;"Calicut";"2000";"0.00";NULL;NULL;NULL;"4.00"
"1303";NULL;"Calicut";"2000";"0.00";NULL;NULL;NULL;"4.00"
"1304";NULL;"nilamel";"4000";"0.00";NULL;NULL;NULL;"3000.00"
"1305";NULL;"test";"10";"0.00";NULL;NULL;NULL;"2.00"
"1306";NULL;"shastamangalam";"2000";"0.00";NULL;NULL;NULL;"2.00"
"1307";NULL;"Perumbavoor";"2000";"0.00";NULL;NULL;NULL;"98.00"
"1308";NULL;"Thrissur";"2000";"0.00";NULL;NULL;NULL;"5.00"
"1309";NULL;"Thrissur";"2000";"0.00";NULL;NULL;NULL;"5.00"
"1310";NULL;"Thrissur";"2000";"0.00";NULL;NULL;NULL;"5.00"
"1311";NULL;"Shastamangalam";"2000";"0.00";NULL;NULL;NULL;"50.00"
"1312";NULL;"Payyanur";"2500";"0.00";NULL;NULL;NULL;"10.00"
"1313";NULL;"Payyanur";"2500";"0.00";NULL;NULL;NULL;"334.00"
"1314";NULL;"Payyanur";"2500";"0.00";NULL;NULL;NULL;"10.00"
"1315";NULL;"Perumbavoor";"2500";"0.00";NULL;NULL;NULL;"98.00"
"1316";NULL;"Perumbavoor";"2500";"0.00";NULL;NULL;NULL;"98.00"
"1317";NULL;"shastamangalam";"2000";"0.00";NULL;NULL;NULL;"450.00"
"1318";NULL;"Kottayam";"2500";"0.00";NULL;NULL;NULL;"2337.00"
"1319";NULL;"kjk";"200";"0.00";NULL;NULL;NULL;"1.00"
"1320";NULL;"1";"100";"0.00";NULL;NULL;NULL;"3500.00"
"1321";NULL;"st_andrews_";"2000";"0.00";NULL;NULL;NULL;"2500.00"
"1322";NULL;"Wandoor";"2100";"0.00";NULL;NULL;NULL;"0.00"
"1323";NULL;"mukkola";"3000";"0.00";NULL;NULL;NULL;"3500.00"
"1324";NULL;"Poonoor";"2500";"0.00";NULL;NULL;NULL;"11.00"
"1325";NULL;"manacaud";"3000";"0.00";NULL;NULL;NULL;"150.00"
"1326";NULL;"Kazhakuttam";"3000";"0.00";NULL;NULL;NULL;"1000.00"
"1328";NULL;"Karunagapally";"2500";"0.00";NULL;NULL;NULL;"17.00"
"1329";NULL;"maruthankuzhy";"2000";"0.00";NULL;NULL;NULL;"530.00"
"1330";NULL;"TVM";"2000";"0.00";NULL;NULL;NULL;"39.00"
"1331";NULL;"ullor";"3000";"0.00";NULL;NULL;NULL;"553.00"
"1332";NULL;"Thrissur";"2500";"0.00";NULL;NULL;NULL;"15.00"
"1333";NULL;"T";"2000";"0.00";NULL;NULL;NULL;"297.00"
"1334";NULL;"manikkadave";"2000";"0.00";NULL;NULL;NULL;"170.00"
"1335";NULL;"Thrissur";"2500";"0.00";NULL;NULL;NULL;"294.00"
"1336";NULL;"Thrissur";"2500";"0.00";NULL;NULL;NULL;"294.00"
"1337";NULL;"Thrissur";"2500";"0.00";NULL;NULL;NULL;"294.00"
"1338";NULL;"kochi";"1000";"0.00";NULL;NULL;NULL;"13.00"
"1339";NULL;"Thrissur";"2500";"0.00";NULL;NULL;NULL;"37.00"
"1340";NULL;"Thrissur";"2500";"0.00";NULL;NULL;NULL;"37.00"
"1341";NULL;"Thrissur";"2500";"0.00";NULL;NULL;NULL;"37.00"
"1342";NULL;"Punnapra";"2500";"0.00";NULL;"152";"Electrical_Wires_and_cables";"96.00"
"1342";NULL;"Punnapra";"2500";"0.00";NULL;"154";"Switchgear";"22.00"
"1342";NULL;"Punnapra";"2500";"0.00";NULL;"252";"Fans";"1.00"
"1342";NULL;"Punnapra";"2500";"0.00";NULL;"255";"Electrical_Consumables";"1.00"
"1343";NULL;"ullor";"3000";"0.00";NULL;NULL;NULL;"861.00"
"1344";NULL;"Thamarassery_";"2500";"0.00";NULL;NULL;NULL;"359.00"
"1345";NULL;"Kottayam";"2500";"0.00";NULL;NULL;NULL;"3.00"
"1346";NULL;"Thrissur";"2500";"0.00";NULL;NULL;NULL;"98.00"
"1347";NULL;"Kazhakootam";"2500";"0.00";NULL;NULL;NULL;"4.00"
"1348";NULL;"Kottayam";"2500";"0.00";NULL;NULL;NULL;"1015.00"
"1349";NULL;"test";"123";"0.00";NULL;NULL;NULL;"33.00"
"1350";NULL;"Kottayam";"2500";"0.00";NULL;NULL;NULL;"16.00"
"1350";NULL;"Kottayam";"2500";"0.00";NULL;;;"45.00"
"1351";NULL;"Kottayam";"2500";"0.00";NULL;;;"1045.00"
"1352";NULL;"Sreekaryam";"2500";"0.00";NULL;NULL;NULL;"27.00"
"1353";NULL;"Thevara";"1500";"0.00";NULL;NULL;NULL;"4.00"
"1354";NULL;"Tevara";"1500";"0.00";NULL;NULL;NULL;"4.00"
"1355";NULL;"Tevara";"1500";"0.00";NULL;NULL;NULL;"4.00"
"1356";NULL;"Vizhinjam";"16000";"0.00";NULL;NULL;NULL;"5600.00"
"1357";NULL;"Kudallur";"1000";"0.00";NULL;NULL;NULL;"70.00"
"1358";NULL;"Vellayambalam";"3000";"0.00";NULL;NULL;NULL;"4000.00"
"1359";NULL;"Palakad";"2500";"0.00";NULL;NULL;NULL;"25.00"
"1360";NULL;"ekm";"12510";"0.00";NULL;NULL;NULL;"164.00"
"1361";NULL;"Palakad";"2500";"0.00";NULL;NULL;NULL;"25.00"
"1362";NULL;"Palakad";"2500";"0.00";NULL;NULL;NULL;"25.00"
"1363";NULL;"Palakad";"2500";"0.00";NULL;NULL;NULL;"25.00"
"1364";NULL;"Palakad";"2500";"0.00";NULL;NULL;NULL;"25.00"
"1365";NULL;"Trivandrum";"3000";"0.00";NULL;NULL;NULL;"39.00"
"1366";NULL;"ullor";"2000";"0.00";NULL;NULL;NULL;"400.00"
"1367";NULL;"1200";"1234";"0.00";NULL;NULL;NULL;"101.00"
"1368";NULL;"Ekm";"2000";"0.00";NULL;NULL;NULL;"28.00"
"1369";"695581";"Karyavattom_";"1200";"0.00";NULL;"115";"Cement";"1000.00"
"1369";"695581";"Karyavattom_";"1200";"0.00";NULL;"116";"Steel";"2500.00"
"1369";"695581";"Karyavattom_";"1200";"0.00";NULL;"123";"Tiles_-_Vitrified";"1200.00"
"1369";"695581";"Karyavattom_";"1200";"0.00";NULL;"124";"Tiles_-_Ceramic";"1000.00"
"1369";"695581";"Karyavattom_";"1200";"0.00";NULL;"152";"Electrical_Wires_and_cables";"45.00"
"1369";"695581";"Karyavattom_";"1200";"0.00";NULL;"159";"Faucets";"120.00"
"1369";"695581";"Karyavattom_";"1200";"0.00";NULL;"215";"Roofing_Sheets";"2000.00"
"1370";"695501";"Bhagavathinada_";"23456789";"0.00";NULL;"115";"Cement";"0.00"
"1370";"695501";"Bhagavathinada_";"23456789";"0.00";NULL;"116";"Steel";"1234.00"
"1370";"695501";"Bhagavathinada_";"23456789";"0.00";NULL;"154";"Switchgear";"2.00"
"1371";"682020";"Kadavanthara_";"1500";"0.00";NULL;NULL;NULL;"10.00"
"1371";"682020";"Kadavanthara_";"1500";"0.00";NULL;"115";"Cement";"10.00"
"1372";"682020";"Kadavanthara_";"0";"0.00";NULL;;;"3.00"
"1373";"673641";"Akkaparamba_";NULL;"0.00";NULL;"206";"Plywood";"500.00"
"1373";"673641";"Akkaparamba_";NULL;"0.00";NULL;"209";"Veneers_and_Laminates";"500.00"
"1377";"695010";"Sasthamangalam_";"2000";"0.00";NULL;"152";"Electrical_Wires_and_cables";"21.00"
"1378";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"115";"Cement";"1000.00"
"1378";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"116";"Steel";"1000.00"
"1378";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"137";"Wall_Tiles";"0.00"
"1378";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"159";"Faucets";"2.00"
"1378";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"168";"Kitchen_Sinks";"2.00"
"1378";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"169";"Kitchen_Taps";"0.00"
"1378";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"206";"Plywood";"25.00"
"1378";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"215";"Roofing_Sheets";"100.00"
"1378";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"229";"Valves";"4.00"
"1378";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"268";"Pipe_Fittings";"10.00"
"1380";"695581";"Pangappara_";"7000";"0.00";NULL;"115";"Cement";"0.00"
"1380";"695581";"Pangappara_";"7000";"0.00";NULL;"159";"Faucets";"1.00"
"1380";"695581";"Pangappara_";"7000";"0.00";NULL;"161";"Showers";"0.00"
"1380";"695581";"Pangappara_";"7000";"0.00";NULL;"228";"PVC_and_Other_Pipes";"1.00"
"1380";"695581";"Pangappara_";"7000";"0.00";NULL;"255";"Electrical_Consumables";"1.00"
"1380";"695581";"Pangappara_";"7000";"0.00";NULL;"262";"Electrical_Conduits";"300.00"
"1381";"683104";"Kalamassery_";"1200";"0.00";NULL;NULL;NULL;"10.00"
"1381";"683104";"Kalamassery_";"1200";"0.00";NULL;"115";"Cement";"200.00"
"1381";"683104";"Kalamassery_";"1200";"0.00";NULL;"116";"Steel";"1150.00"
"1381";"683104";"Kalamassery_";"1200";"0.00";NULL;"123";"Tiles_-_Vitrified";"1100.00"
"1381";"683104";"Kalamassery_";"1200";"0.00";NULL;"126";"Tiles_-_Outdoor";"100.00"
"1381";"683104";"Kalamassery_";"1200";"0.00";NULL;"152";"Electrical_Wires_and_cables";"12.00"
"1381";"683104";"Kalamassery_";"1200";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"23.00"
"1381";"683104";"Kalamassery_";"1200";"0.00";NULL;"154";"Switchgear";"5.00"
"1381";"683104";"Kalamassery_";"1200";"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"20.00"
"1381";"683104";"Kalamassery_";"1200";"0.00";NULL;"259";"Boxes";"12.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;NULL;"Electrical_Wires_and_cables";"8831.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"123";"Tiles_-_Vitrified";"1200.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"124";"Tiles_-_Ceramic";"625.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"137";;"225.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"206.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"20.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"259";"Boxes";"20.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"260";"Faucet_and_Shower_Trims";"2.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"311";"Common_Consumables";"18.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"314";"Wooden_and_Metallic_Paints";"5.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"332";"Iron_and_Steel_Sections_(kg)";"1145.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"338";"Iron_and_Steel_Sections_(Piece)";"36.00"
"1383";"695583";"Karimanal_";NULL;"0.00";NULL;"344";"Cement_Fibre_Board_and_Particle_Board";"1152.00"
"1385";NULL;"Mamangalam";"2000";"0.00";NULL;;;"30.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;;;"31.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"115";"Cement";"22.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"116";"Steel";"1.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"119";"Bricks_(Mud__Hollow__Fly_Ash__and_Others)";"10.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"124";"Tiles_-_Ceramic";"1.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"152";"Electrical_Wires_and_cables";"2.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"159";"Faucets";"7.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"249";"Lamps_";"1.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"252";"Fans";"1.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"255";"Electrical_Consumables";"1.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"262";"Electrical_Conduits";"10.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"264";"Hob";"1.00"
"1386";"695582";"Kazhakuttam_";"2500";"0.00";NULL;"273";"Electrical_Conduit_Fittings";"2.00"
"1389";"695582";"Kazhakuttam_";"1200";"0.00";NULL;NULL;NULL;"550.00"
"1389";"695582";"Kazhakuttam_";"1200";"0.00";NULL;;;"190.00"
"1389";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"152";"Electrical_Wires_and_cables";"25.00"
"1389";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"153";"Electrical_Switches__Sockets_and_Plugs";"179.00"
"1389";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"154";"Switchgear";"19.00"
"1389";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"258";"Cover_Plates_and_Mounting_Frames";"81.00"
"1389";"695582";"Kazhakuttam_";"1200";"0.00";NULL;"259";"Boxes";"63.00"
"1395";"682020";"Kadavanthara_";"2000";"0.00";NULL;"228";"PVC_and_Other_Pipes";"4.00"
"1395";"682020";"Kadavanthara_";"2000";"0.00";NULL;"268";"Pipe_Fittings";"4.00"
"1397";"695017";"Sreekaryam_";"2000";"0.00";NULL;"152";"Electrical_Wires_and_cables";"4.00"
"1398";"695581";"Karyavattom_";"1000";"0.00";NULL;;;"110.00"
"1398";"695581";"Karyavattom_";"1000";"0.00";NULL;"123";"Tiles_-_Vitrified";"0.00"
"1398";"695581";"Karyavattom_";"1000";"0.00";NULL;"152";"Electrical_Wires_and_cables";"5.00"
"1398";"695581";"Karyavattom_";"1000";"0.00";NULL;"159";"Faucets";"1.00"
"1398";"695581";"Karyavattom_";"1000";"0.00";NULL;"206";"Plywood";"0.00"
"1398";"695581";"Karyavattom_";"1000";"0.00";NULL;"222";"Admixtures_-_Cement_&_Concrete";"1.00"
"1398";"695581";"Karyavattom_";"1000";"0.00";NULL;"249";"Lamps_";"1.00"
"1398";"695581";"Karyavattom_";"1000";"0.00";NULL;"263";"Chimney";"0.00"
