pincode,area,subcat_name,SUM(ed.qty)
695011,900,PVCandOtherPipes,5
695011,900,PipeFittings,4
680542,2778,MCBsandOtherProtectionDevices,112
680542,2778,Bricks,27780
680542,2778,Boxes,95
680542,2778,WhiteCementsandPutty,1112
680542,2778,PVCandOtherPipes,25
680542,2778,Fans,15
680542,2778,CoarseAggregatesandBoulders,3755
680542,2778,Faucets,6
680542,2778,CoverPlatesandMountingFrames,95
680542,2778,Cement,1112
680542,2778,WallandRoofPaints,2224
680542,2778,PipeFittings,120
680542,2778,Lamps,10
680542,2778,ElectricalWiresandCables,150
680542,2778,ShowerandShowerAccessories,3
680542,2778,ElectricalConduits,90
680542,2778,RebarsandBindingWires,11112
680542,2778,KitchenSinks,2
680542,2778,Valves,2
680542,2778,OtherBathroomFittings,6
680542,2778,ElectricalConduitFittings,224
680542,2778,SandandFineAggregates,5000
680542,2778,KitchenTaps,2
680542,2778,WashBasinsandPedestals,1
680542,2778,Switchgear,1
680542,2778,WaterTanksandStorage,1
680542,2778,BasinandBathroomCabinets,3
673314,1234,Cement,12333
673314,1234,Bricks,1000
695584,1400,RoofingTilesandShingles,2000
695584,1400,Tiles-Outdoor,1940
695584,1400,Cement,50
695584,1400,SandandFineAggregates,780
695584,1400,Bricks,1500
673029,2000,Tiles-Vitrified,1015.4
673029,2000,Tiles-Outdoor,13640
673029,2000,Tiles-Outdoor,1357
670305,2000,DistributionBoardsandEnclosures,1
670305,2000,PlumbingConsumables,55
670305,2000,ElectricalWiresandCables,32
670305,2000,ElectricalConsumables,61
670305,2000,WaterTanksandStorage,1
670305,2000,PVCandOtherPipes,108
670305,2000,CommonConsumables,161
670305,2000,CoverPlatesandMountingFrames,38
670305,2000,PipeFittings,146
670305,2000,MCBsandOtherProtectionDevices,19
670305,2000,PlumbingValvesandAccessories,1
670581,2700,ElectricalConsumables,265
670581,2700,Tiles-Ceramic,1300
670581,2700,PVCandOtherPipes,40
670581,2700,BathroomAccessories,2
670581,2700,FaucetandShowerTrims,6
670581,2700,Tiles-Vitrified,150
670581,2700,Boxes,31
670581,2700,WashBasinsandPedestals,2
670581,2700,ShowerandShowerAccessories,2
670581,2700,WallandRoofPaints,450
670581,2700,ElectricalConduits,135
670581,2700,PlumbingConsumables,51
670581,2700,ElectricalWiresandCables,24
670581,2700,Faucets,11
670581,2700,ElectricalConduitFittings,145
670581,2700,SandandFineAggregates,200
670581,2700,Cement,83
670581,2700,PipeFittings,90
682001,3600,Cement,1000
686572,1100,Doors,1
686572,1100,Cement,50
686572,1100,ElectricalWiresandCables,5
686572,1100,Tiles-Vitrified,15.52
686572,1100,WashBasinsandPedestals,1
686572,1100,Tiles-Ceramic,106.7
686572,1100,WallandRoofPaints,2
686572,1100,WallTiles,43.5
690526,2400,Tiles-Vitrified,4132
670331,2000,ElectricalConsumables,18.1
670331,2000,UrinalsandBidets,1
670331,2000,ElectricalConduitFittings,156
670331,2000,WashBasinsandPedestals,3
670331,2000,CommonConsumables,66
670331,2000,FaucetandShowerTrims,4
670331,2000,WallandRoofPaints,350
670331,2000,ElectricalWiresandCables,2
670331,2000,Cement,150
670331,2000,DistributionBoardsandEnclosures,1
670331,2000,Tiles-Ceramic,1300
670331,2000,PVCandOtherPipes,25
670331,2000,Faucets,8
670331,2000,Boxes,39
670331,2000,Tiles-Vitrified,300
670331,2000,PipeFittings,10
670331,2000,ShowerandShowerAccessories,4
670331,2000,ElectricalConduits,86
689646,2200,Bricks,100000
689646,2200,Cement,500
689646,2200,Tiles-Vitrified,5910
670331,1000,ElectricalConduits,138
670331,1000,ElectricalConduitFittings,100
670331,1000,Cement,200
670331,1000,ElectricalWiresandCables,6
670331,1000,,263
670331,1000,ElectricalConsumables,6.2
670331,1000,Boxes,45
670331,1000,CommonConsumables,20
670331,1000,Tiles-Ceramic,700
670331,1000,Tiles-Vitrified,100
670331,1000,WallandRoofPaints,340
689646,1750,Cement,1
682503,1350,Bricks,1250
670307,1100,ElectricalWiresandCables,1250
670307,1100,Fans,9
670307,1100,Tiles-Ceramic,150
670307,1100,Cement,100
670307,1100,Tiles-Outdoor,100
670307,1100,Tiles-Vitrified,150
689548,3000,Doors,1
689548,3000,Cement,1000
689548,3000,Bricks,2000
689548,3000,ElectricalWiresandCables,11
689548,3000,RoofingSheets,835.2
688538,1450,CementBasedBricks,4400
688538,1450,Cement,250
688538,1450,ClayandLateriteBricks,260
688538,1450,Windows,19.7
688538,1450,CoarseAggregatesandBoulders,300
688538,1450,DryMixandReadyMixMortar,640
682301,2600,Cement,100
682301,2600,ClayandLateriteBricks,40000
682301,2600,RebarsandBindingWires,4200
682301,2600,SandandFineAggregates,2400
686668,2400,Cement,50
686668,2400,SandandFineAggregates,100
688532,2200,Doors,1
676306,2200,WashBasinsandPedestals,4
676306,2200,CoarseAggregatesandBoulders,2970
676306,2200,BasinandBathroomCabinets,1
676306,2200,Faucets,8
676306,2200,RebarsandBindingWires,8800
676306,2200,FaucetandShowerTrims,4
676306,2200,ShowerandShowerAccessories,8
676306,2200,Tiles-Vitrified,2200
676306,2200,Cement,880
676306,2200,OtherBathroomFittings,4
676306,2200,ElectricalWiresandCables,10
676306,2200,SandandFineAggregates,3520
688524,2235,ElectricalConsumables,5
688524,2235,Cement,300
688524,2235,RebarsandBindingWires,1920
688524,2235,NULL,5
688524,2235,SandandFineAggregates,720
688524,2235,ElectricalConduits,105
688524,2235,CoarseAggregatesandBoulders,530
688524,2235,ElectricalConduitFittings,101
688524,2235,Bricks,21500
691532,1250,Tiles-Vitrified,246.66
691532,1250,WallandRoofPaints,2
691532,1250,Chimney,2
670561,2600,CoarseAggregatesandBoulders,2450
670561,2600,Cement,1264
670561,2600,RebarsandBindingWires,4950
670561,2600,SandandFineAggregates,3100
680667,1500,Tiles-Vitrified,93.12
686506,1400,Cement,500
695005,1250,RebarsandBindingWires,3000
695005,1250,SandandFineAggregates,3600
695005,1250,PVCandOtherPipes,300
695005,1250,CoarseAggregatesandBoulders,1500
695005,1250,Bricks,2000
695005,1250,WallandRoofPaints,500
695005,1250,Cement,500
695005,1250,Tiles-Vitrified,1300
670631,1900,Cement,350
670631,1900,TataSteel,100
670631,1900,WhiteCementsandPutty,250
670631,1900,Tiles-Vitrified,31040
691533,2560,CoarseAggregatesandBoulders,1500
691533,2560,ElectricalWiresandCables,4
691533,2560,Cement,800
691533,2560,TataSteel,6000
691533,2560,SandandFineAggregates,3000
676303,2000,Cement,800
676303,2000,SandandFineAggregates,800
695006,2000,TubesandFrames,20
695006,2000,DistributionBoardsandEnclosures,2
695006,2000,Faucets,14
695006,2000,Fans,16
695006,2000,RebarsandBindingWires,4000
695006,2000,WashBasinsandPedestals,6
695006,2000,Downlighters,1
695006,2000,CoverPlatesandMountingFrames,99
695006,2000,ElectricalWiresandCables,28
695006,2000,KitchenTaps,4
695006,2000,Bells,2
695006,2000,SandandFineAggregates,2000
695006,2000,PVCandOtherPipes,250
695006,2000,ElectricalConsumables,68.25
695006,2000,WaterTanksandStorage,1
695006,2000,ShowerandShowerAccessories,8
695006,2000,CommonConsumables,13.5
695006,2000,CoarseAggregatesandBoulders,1000
695006,2000,PlumbingConsumables,80
695006,2000,PipeFittings,462
695006,2000,ElectricalConduitFittings,25
695006,2000,AlliedProducts,20
695006,2000,WaterHeaters,2
695006,2000,Boxes,87
695006,2000,PlumbingValvesandAccessories,3
695006,2000,Valves,28
695006,2000,MCBsandOtherProtectionDevices,32
695006,2000,Cement,600
695006,2000,KitchenSinks,2
688537,2500,RebarsandBindingWires,10000
688537,2500,Cement,650
673314,1500,Cement,26
670142,2970,CoarseAggregatesandBoulders,4010
670142,2970,Bricks,5500
670142,2970,Cement,1000
670142,2970,RebarsandBindingWires,11880
670142,2970,SandandFineAggregates,4752
682030,1691,Miscellaneous,6
682030,1691,WallandRoofPaints,4
682030,1691,Boxes,10
682030,1691,WoodenandMetallicPaints,8
682030,1691,PaintConsumables,1
682033,2322,PipeFittings,2
682033,2322,CoarseAggregatesandBoulders,360
682033,2322,Miscellaneous,16
682033,2322,PlumbingConsumables,6
691533,1300,PVCandOtherPipes,3
691533,1300,ElectricalWiresandCables,3
691533,1300,Cement,200
691533,1300,RebarsandBindingWires,2000
691533,1300,SandandFineAggregates,2000
673017,15000,PipeFittings,48
673017,15000,PVCandOtherPipes,60
682301,2191,CoarseAggregatesandBoulders,750
682301,2191,SandandFineAggregates,700
682301,2191,TataSteel,113
682301,2191,Cement,120
676519,2600,Cement,200
676519,2600,SandandFineAggregates,275
676519,2600,Bricks,3000
683587,300,Pavers,300
679303,1850,Cement,50
679303,1850,WaterproofingChemicals,1
679585,1234,Bricks,1000
691556,1200,WashBasinsandPedestals,1
682021,3000,CoverPlatesandMountingFrames,62
682021,3000,Faucets,1
682021,3000,AlliedProducts,6
682021,3000,FaucetandShowerTrims,49
682021,3000,SandandFineAggregates,1500
682021,3000,WashBasinsandPedestals,1
673639,1500,Cement,100
679303,800,RoofingTilesandShingles,1000
679303,800,SandandFineAggregates,300
679303,800,TataSteel,100
679303,800,Doors,3
679303,800,Cement,50
679303,800,KitchenSinks,1
679303,800,Bricks,6000
690518,1750,Cement,50
676552,1350,Cement,450
673004,10000,Valves,32
673004,10000,WashBasinsandPedestals,24
673004,10000,KitchenTaps,16
673004,10000,BathroomAccessories,48
673004,10000,ShowerandShowerAccessories,32
673004,10000,KitchenSinks,16
673004,10000,AlliedProducts,32
673004,10000,Faucets,48
695026,2100,Cement,500
695026,2100,ElectricalWiresandCables,3
695026,2100,WashBasinsandPedestals,3
695026,2100,SandandFineAggregates,400
695026,2100,Tiles-Vitrified,2000
670673,2700,CoarseAggregatesandBoulders,1000
670673,2700,RebarsandBindingWires,6000
670673,2700,Cement,650
670673,2700,SandandFineAggregates,1200
695043,750,Tiles-Vitrified,750
695008,1650,ShowerandShowerAccessories,4
695008,1650,WallandRoofPaints,200
695008,1650,ElectricalWiresandCables,4
695008,1650,Faucets,2
695008,1650,Cement,660
695008,1650,WhiteCementsandPutty,5
695008,1650,Switchgear,20
695008,1650,SandandFineAggregates,4970
695008,1650,KitchenSinks,1
695008,1650,PVCandOtherPipes,15
695008,1650,Fans,4
695008,1650,CoarseAggregatesandBoulders,2945
695008,1650,KitchenTaps,1
695008,1650,WashBasinsandPedestals,2
695008,1650,Tiles-Vitrified,1500
695008,1650,ElectricalConduits,30
695008,1650,Bricks,2000
670643,30000,SandandFineAggregates,4500
670643,30000,CoarseAggregatesandBoulders,7500
673638,3200,Bricks,18000
673638,3200,Cement,720
673638,3200,RebarsandBindingWires,7200
673638,3200,SandandFineAggregates,3240
673638,3200,CoarseAggregatesandBoulders,2430
695304,2000,ElectricalWiresandCables,11
695304,2000,CoarseAggregatesandBoulders,310
695304,2000,SandandFineAggregates,4000
695582,2200,CoarseAggregatesandBoulders,2000
695582,2200,SandandFineAggregates,2000
695582,2200,ElectricalWiresandCables,5
695582,2200,WashBasinsandPedestals,3
695582,2200,RebarsandBindingWires,8000
695582,2200,Cement,1000
695305,1700,Cement,300
695305,1700,ElectricalWiresandCables,5
695305,1700,WashBasinsandPedestals,2
695305,2000,Cement,800
695305,2000,WashBasinsandPedestals,2
695305,2000,RebarsandBindingWires,8000
695305,2000,SandandFineAggregates,1800
695305,2000,CoarseAggregatesandBoulders,2500
695305,2000,RoofingTilesandShingles,500
695305,2000,ElectricalWiresandCables,5
673007,2100,IronandSteelSections(kg),1356
673007,2100,CommonConsumables,1
673007,2100,WallandRoofPaints,2
673007,2100,WhiteCementsandPutty,13
671124,1400,Bricks,2030
671124,1400,Cement,560
671124,1400,SandandFineAggregates,2520
671124,1400,RebarsandBindingWires,5600
671124,1400,CoarseAggregatesandBoulders,1890
690514,1300,Cement,400
690514,1300,RebarsandBindingWires,1604
690514,1300,SandandFineAggregates,2000
690514,1300,CoarseAggregatesandBoulders,1000
690514,1300,Bricks,2500
695582,2000,ElectricalWiresandCables,70.5
695317,1800,SandandFineAggregates,1700
695317,1800,ElectricalWiresandCables,5
695317,1800,CoarseAggregatesandBoulders,400
695317,1800,Cement,400
673522,8406,Faucets,14
673522,8406,WaterTanksandStorage,1
673522,8406,ElectricalConduitFittings,360
673522,8406,MCBsandOtherProtectionDevices,32
673522,8406,ShowerandShowerAccessories,14
673522,8406,Accessories,9
673522,8406,ElectricalConduits,675
673522,8406,DistributionBoardsandEnclosures,1
673522,8406,WashBasinsandPedestals,8
673522,8406,Fans,14
673522,8406,ElectricalWiresandCables,121
673522,8406,PlumbingConsumables,1
673522,8406,OtherBathroomFittings,14
673522,8406,PVCandOtherPipes,610
673522,8406,Lamps,18
673522,8406,ElectricalConsumables,1189
673522,8406,FaucetandShowerTrims,7
673522,8406,PipeFittings,230
670009,3000,WashBasinsandPedestals,6
670009,3000,Cement,350
670009,3000,MCBsandOtherProtectionDevices,32
670009,3000,Faucets,13
670009,3000,ElectricalWiresandCables,32
670009,3000,Tiles-Vitrified,450
670009,3000,PVCandOtherPipes,27
670009,3000,ShowerandShowerAccessories,6
670009,3000,GranitesandMarbles,2400
670009,3000,PipeFittings,10
670009,3000,FaucetandShowerTrims,5
670009,3000,CoverPlatesandMountingFrames,21
670009,3000,WallandRoofPaints,400
670009,3000,Pumps,1
670009,3000,BathroomAccessories,6
670009,3000,Boxes,21
676122,25000,Cement,600
676122,25000,Bricks,500
676122,25000,Tiles-Vitrified,25000
670141,1800,Cement,300
670561,1400,Cement,110
670561,1400,MCBsandOtherProtectionDevices,36
670561,1400,WashBasinsandPedestals,1
670561,1400,RebarsandBindingWires,1400
670561,1400,DistributionBoardsandEnclosures,1
670561,1400,CoverPlatesandMountingFrames,18
670561,1400,WallandRoofPaints,300
670561,1400,ShowerandShowerAccessories,6
670561,1400,Boxes,17
670561,1400,Tiles-Vitrified,800
670561,1400,UrinalsandBidets,1
670561,1400,ElectricalConduits,3
670561,1400,PVCandOtherPipes,80
670561,1400,ElectricalWiresandCables,16
679330,1500,Cement,200
679330,1500,SandandFineAggregates,1000
679330,1500,Bricks,5000
683105,2250,KitchenSinks,1
683105,2250,ElectricalWiresandCables,59
683105,2250,ElectricalConduits,150
683105,2250,Tiles-Vitrified,1489.8
683105,2250,PVCandOtherPipes,60
683105,2250,Cement,50
683105,2250,Valves,96
683105,2250,GranitesandMarbles,100
682030,2153,Bricks,450
682030,2153,WallandRoofPaints,3
682030,2153,CommonConsumables,1
682030,2153,NULL,1
682030,2153,Tiles-Outdoor,16
695004,2000,PipeFittings,324
695004,2000,PlumbingConsumables,9
695004,2000,PipeFittings,4
695001,2000,PlumbingConsumables,13.5
695001,2000,PipeFittings,344
676304,3200,NULL,3200
673638,3200,Tiles-Vitrified,6332.01
673638,3200,CeramicWallTiles,392.31
673638,3200,,1280
673638,3200,CoverPlatesandMountingFrames,3
673638,2000,Cement,12000
673638,5500,RebarsandBindingWires,14000
673638,5500,,5000
673638,5500,CoarseAggregatesandBoulders,5500
673638,5500,Cement,1600
673638,5500,SandandFineAggregates,3650
670011,2800,Faucets,6
670011,2800,Cement,1000
670011,2800,ElectricalWiresandCables,26
670011,2800,Tiles-Vitrified,2000
670011,2800,ShowerandShowerAccessories,4
670011,2800,RebarsandBindingWires,10000
670011,2800,Tiles-Ceramic,400
670011,2800,UrinalsandBidets,1
670011,2800,SandandFineAggregates,3000
670011,2800,MCBsandOtherProtectionDevices,42
670011,2800,WashBasinsandPedestals,4
670011,2800,FaucetandShowerTrims,2
670011,2800,CoarseAggregatesandBoulders,2000
670011,2800,DistributionBoardsandEnclosures,2
670011,2800,BathroomAccessories,4
670011,2800,WallandRoofPaints,500
670011,2800,PVCandOtherPipes,250
680724,2450,RebarsandBindingWires,1412
680724,2450,Cement,130
673631,1500,Cement,1000
670621,6000,Boxes,22
670621,6000,WallandRoofPaints,1000
670621,6000,Cement,2400
670621,6000,ShowerandShowerAccessories,8
670621,6000,MCBsandOtherProtectionDevices,84
670621,6000,Tiles-Ceramic,5000
670621,6000,RebarsandBindingWires,24000
670621,6000,FaucetandShowerTrims,7
670621,6000,DistributionBoardsandEnclosures,4
670621,6000,WashBasinsandPedestals,4
670621,6000,ElectricalWiresandCables,42
670621,6000,SandandFineAggregates,5000
670621,6000,PVCandOtherPipes,500
670621,6000,CoverPlatesandMountingFrames,42
670621,6000,CoarseAggregatesandBoulders,3500
670621,6000,Faucets,8
673645,15000,Cement,6800
673645,15000,SandandFineAggregates,52500
673645,15000,Bricks,19000
673645,15000,RebarsandBindingWires,22000
673645,15000,CoarseAggregatesandBoulders,20000
688526,1066,CoarseAggregatesandBoulders,180
686512,1850,ElectricalWiresandCables,48
670005,2700,CoverPlatesandMountingFrames,32
670005,2700,GranitesandMarbles,1200
670005,2700,UrinalsandBidets,1
670005,2700,Boxes,28
670005,2700,WashBasinsandPedestals,3
670005,2700,WallandRoofPaints,400
670005,2700,Cement,100
670005,2700,PVCandOtherPipes,500
670005,2700,ElectricalWiresandCables,20
670005,2700,Tiles-Vitrified,1000
670005,2700,Faucets,8
670005,2700,Tiles-Ceramic,400
670005,2700,ShowerandShowerAccessories,4
682007,590,WaterTanksandStorage,3
673638,6000,ClayandLateriteBricks,500
673638,6000,SandandFineAggregates,9600
673638,6000,CoarseAggregatesandBoulders,8100
673638,6000,,7800
673638,6000,RebarsandBindingWires,28000
673638,6000,Cement,2900
673638,3200,Cement,300
673638,3200,SandandFineAggregates,5120
673638,3200,Cement,1680
673638,3200,CoarseAggregatesandBoulders,4320
673638,3200,Bricks,4160
673638,3200,RebarsandBindingWires,14800
673638,2000,CoarseAggregatesandBoulders,2700
673638,2000,Bricks,2600
673638,2000,RebarsandBindingWires,8000
673638,2000,Cement,200
673638,2000,SandandFineAggregates,3200
673638,8000,SandandFineAggregates,12800
673638,8000,CoarseAggregatesandBoulders,10800
673638,8000,Cement,3200
673638,8000,RebarsandBindingWires,32000
690518,1900,Cement,50
690518,1900,ElectricalWiresandCables,9
690518,1900,WashBasinsandPedestals,2
690518,1900,Tiles-Vitrified,472.8
690518,1900,KitchenSinks,1
689572,60,GranitesandMarbles,1
682030,1227,Cement,100
682030,1050,Cement,450
682030,1050,RebarsandBindingWires,4000
670307,2250,WashBasinsandPedestals,3
670307,2250,CommonConsumables,8
670307,2250,BasinandBathroomCabinets,1
670307,2250,KitchenSinks,2
670307,2250,Boxes,52
670307,2250,ElectricalConsumables,5
670307,2250,FaucetandShowerTrims,5
670307,2250,KitchenTaps,1
670307,2250,MCBsandOtherProtectionDevices,81
670307,2250,Faucets,12
670307,2250,BathroomAccessories,5
670307,2250,Cement,220
670307,2250,ElectricalWiresandCables,2
670307,2250,ShowerandShowerAccessories,10
670307,2250,DistributionBoardsandEnclosures,3
670307,2250,Tiles-Vitrified,1800
670307,2250,PipeFittings,175
670307,2250,UrinalsandBidets,1
670307,2250,PVCandOtherPipes,775
670307,2250,CoverPlatesandMountingFrames,52
686020,1000,DryMixandReadyMixMortar,1
678573,1559,Cement,500
678573,1559,Tiles-Vitrified,15.52
670309,3000,Cement,240
686519,2300,ClayandLateriteBricks,400000
679563,2000,CladdingTiles,9
688504,2000,Cement,800
688504,2000,RebarsandBindingWires,8000
688504,2000,SandandFineAggregates,3600
691306,1200,Cement,300
691306,1200,RebarsandBindingWires,1450
691306,1200,SandandFineAggregates,600
691306,1200,Bricks,2500
670307,3200,RoofingSheets,900
670307,3200,CommonConsumables,255
670307,3200,Partitions-Aluminium,4600
670307,3200,Bells,15
670307,3200,,3117.5
670307,3200,Fans,15
670307,3200,ThermoSheetsandGypsumBoards,125
686632,2000,Cement,200
686632,2000,RebarsandBindingWires,1000
686632,2000,SandandFineAggregates,1000
686632,2000,CoarseAggregatesandBoulders,4000
680101,1200,PVCandOtherPipes,78
680101,1200,Tiles-Vitrified,156
680101,1200,ElectricalConsumables,7
680101,1200,Cement,18
680101,1200,ElectricalWires,1
680101,1200,Fans,8
680101,1200,Pumps,2
680101,1200,DryMixConcreteandOtherMasonryMortars,20
670307,2000,Chimney,1
670307,2000,Tiles-Outdoor,1300
670307,2000,WashBasinsandPedestals,4
670307,2000,Cement,500
670307,2000,BasinandBathroomCabinets,5
670307,2000,Pavers,2000
670307,2000,TataSteel,1300
670307,2000,KitchenSinks,2
670307,2000,Faucets,5
670307,2000,SandandFineAggregates,2350
670307,2000,KitchenTaps,3
670307,2000,OtherBathroomFittings,5
670307,2000,CoarseAggregatesandBoulders,1350
689622,1063,Tiles-Vitrified,77.6
676528,1000,Tiles-Vitrified,236.4
695582,1200,WoodenFlooring,16.5
695582,1200,ElectricalConduits,1500
695582,1200,Bricks,2750
695582,1200,Faucets,23
695582,1200,WhiteCementsandPutty,50
695582,1200,Cement,100
695582,1200,ElectricalConduitFittings,300
695582,1200,Switchgear,1
695582,1200,Tiles-Vitrified,1576
695582,1200,ShowerandShowerAccessories,4
695582,1200,CladdingMaterials,5
695582,1200,RebarsandBindingWires,230
695582,1200,MCBsandOtherProtectionDevices,1
695582,1200,CoverPlatesandMountingFrames,40
695582,1200,Tiles-Outdoor,97
695582,1200,OtherBathroomFittings,15
695582,1200,Doors,2
695582,1200,SandandFineAggregates,1700
695582,1200,WashBasinsandPedestals,5
695582,1200,Tiles-Ceramic,108.64
695582,1200,Valves,8
695582,1200,Boxes,50
695582,1200,ElectricalWiresandCables,7
695582,1200,CoarseAggregatesandBoulders,1600
685584,4000,,95
685584,4000,Plywoods,3040
690103,1500,Cement,50
695141,3000,WashBasinsandPedestals,1
695141,3000,Tiles-Vitrified,2908.64
695141,1400,WashBasinsandPedestals,3
695141,1400,Tiles-Vitrified,1500
695141,1400,RebarsandBindingWires,1500
673645,2350,Cement,170
673645,2350,RebarsandBindingWires,9400
673645,2350,CoarseAggregatesandBoulders,3172
673645,2350,SandandFineAggregates,4230
673002,10000,Bricks,4000
673002,10000,DryMixConcreteandOtherMasonryMortars,70
682002,900,PlumbingConsumables,2
682002,900,PlumbingValvesandAccessories,4
682002,900,WashBasinsandPedestals,2
682002,900,PVCandOtherPipes,60
682002,900,WaterTanksandStorage,2
682002,900,PipeFittings,130
673029,1800,CoverPlatesandMountingFrames,30
673029,1800,Pumps,1
673029,1800,Tiles-Vitrified,1596
673029,1800,OtherBathroomFittings,15
673029,1800,Boxes,37
673029,1800,Cement,640
673029,1800,WashBasinsandPedestals,6
673029,1800,ElectricalWiresandCables,30
673029,1800,Tiles-Ceramic,125
673029,1800,RebarsandBindingWires,6385
673029,1800,PVCandOtherPipes,320
673029,1800,SandandFineAggregates,2556
673029,1800,Fans,10
673029,1800,PipeFittings,140
673029,1800,CoarseAggregatesandBoulders,2155
673029,1800,Faucets,12
673029,1800,MCBsandOtherProtectionDevices,30
673029,1800,WaterTanksandStorage,1
673029,1800,Lamps,12
673029,1800,Bricks,2455
673029,1800,ShowerandShowerAccessories,5
695027,1900,RebarsandBindingWires,1400
695027,1900,Cement,1100
695027,1900,SandandFineAggregates,2000
678507,2100,CoverPlatesandMountingFrames,113
678507,2100,Valves,12
678507,2100,AlliedProducts,8
678507,2100,ShowerandShowerAccessories,6
678507,2100,Faucets,14
678507,2100,KitchenTaps,2
688532,2300,ShowerandShowerAccessories,8
688532,2300,Fans,12
688532,2300,KitchenSinks,1
688532,2300,WashBasinsandPedestals,8
688532,2300,KitchenTaps,1
676303,3000,Cement,1000
685553,1500,CoarseAggregatesandBoulders,10
685553,1500,DryMixandReadyMixMortar,10
685553,1500,Cement,100
685553,1500,Bricks,3500
685553,1500,RebarsandBindingWires,100
685553,1500,SandandFineAggregates,10
673612,1750,Pumps,1
673612,1750,Tiles-Ceramic,40
673612,1750,MCBsandOtherProtectionDevices,22
673612,1750,OtherBathroomFittings,6
673612,1750,SandandFineAggregates,2800
673612,1750,WaterTanksandStorage,1
673612,1750,ElectricalWiresandCables,30
673612,1750,WashBasinsandPedestals,3
673612,1750,DistributionBoardsandEnclosures,1
673612,1750,FaucetandShowerTrims,2
673612,1750,CoarseAggregatesandBoulders,2365
673612,1750,KitchenSinks,1
673612,1750,PipeFittings,120
673612,1750,Fans,6
673612,1750,Bricks,2692
673612,1750,Cement,700
673612,1750,KitchenTaps,1
673612,1750,CoverPlatesandMountingFrames,14
673612,1750,Faucets,5
673612,1750,PVCandOtherPipes,270
673612,1750,Lamps,17
673612,1750,GranitesandMarbles,1750
673612,1750,Boxes,23
673612,1750,ShowerandShowerAccessories,2
673612,1750,RebarsandBindingWires,7000
673014,2500,Cement,1000
673014,2500,RebarsandBindingWires,10000
673014,2500,SandandFineAggregates,4000
673014,2500,CoarseAggregatesandBoulders,3375
670504,3200,ElectricalWiresandCables,40
670504,3200,TataSteel,2600
670504,3200,SandandFineAggregates,3000
670504,3200,CoverPlatesandMountingFrames,74
670504,3200,GranitesandMarbles,2800
670504,3200,Boxes,46
670504,3200,Tiles-Ceramic,600
670504,3200,Cement,1200
695006,2000,Boxes,47
695006,2000,Cement,1100
695006,2000,CoarseAggregatesandBoulders,1000
695006,2000,SandandFineAggregates,3500
695006,2000,,40000
695006,2000,ElectricalConduitFittings,150
695006,2000,ElectricalWiresandCables,29
695006,2000,DistributionBoardsandEnclosures,2
695006,2000,ElectricalConduits,10
695006,2000,RebarsandBindingWires,700
676303,2000,Cement,1200
670307,40000,SandandFineAggregates,17000
670307,40000,Cement,14000
676303,3000,Cement,1200
680028,2480,ElectricalWiresandCables,38
682502,1867,Cement,50
670702,2200,Cement,71
670702,2200,SandandFineAggregates,51
682037,1200,WashBasinsandPedestals,5
682037,1200,GranitesandMarbles,10
682037,1200,ElectricalConduits,100
682037,1200,ElectricalWiresandCables,17
682037,1200,MCBsandOtherProtectionDevices,30
682037,1200,ShowerandShowerAccessories,3
682037,1200,Switchgear,2
682037,1200,KitchenSinks,1
682037,1200,WoodenFlooring,10
682037,1200,Faucets,6
682037,1200,CoverPlatesandMountingFrames,32
682037,1200,WaterTanksandStorage,1
682037,1200,Tiles-Vitrified,100
682037,1200,Boxes,24
695027,2600,WashBasinsandPedestals,1
695027,2600,Cement,500
695101,1500,CoarseAggregatesandBoulders,1780
695101,1500,DryMixandReadyMixMortar,250
695101,1500,Cement,140
695101,1500,Bricks,39877
695101,1500,RebarsandBindingWires,11000
695101,1500,DryMixConcreteandOtherMasonryMortars,30
695101,1500,SandandFineAggregates,460
676528,1320,RebarsandBindingWires,5280
676528,1320,SandandFineAggregates,2376
676528,1320,CoarseAggregatesandBoulders,3564
676528,1320,Cement,528
676528,1900,SandandFineAggregates,3420
676528,1900,CoarseAggregatesandBoulders,3420
676528,1900,Bricks,19000
676528,1900,Cement,760
676528,1900,RebarsandBindingWires,7600
695584,1700,DistributionBoardsandEnclosures,1
695584,1700,Tiles-Vitrified,17.22
695584,1700,Doors,1
695581,1500,CoarseAggregatesandBoulders,1900
695581,1500,SandandFineAggregates,2000
670307,1000,IronandSteelSections(Metre),24
670307,1000,RoofingSheets,12309.5
670307,1000,CommonConsumables,308
670307,1000,IronandSteelSections,97436.2
670307,1000,Cement,200
676301,2000,Cement,800
676301,2000,RebarsandBindingWires,8000
676302,2460,CoarseAggregatesandBoulders,6642
676302,2460,RebarsandBindingWires,9840
676302,2460,Cement,984
676302,2460,Bricks,5000
676302,2460,SandandFineAggregates,8856
676302,2460,,1500
676303,3000,Cement,1200
676301,1900,RebarsandBindingWires,7600
676301,1900,Cement,800
676301,1900,SandandFineAggregates,3420
676301,1900,CoarseAggregatesandBoulders,2565
676301,1900,Bricks,19000
683578,2975,Tiles-Ceramic,1350
695581,2000,PVCandOtherPipes,49
695581,2000,Tiles-Vitrified,50
695583,2000,TataSteel,1
673314,1500,CementBasedBricks,1
673314,1500,TataSteel,306
695582,1500,Tiles-Ceramic,300
695582,1500,RebarsandBindingWires,4000
695582,1500,Fans,6
695582,1500,SandandFineAggregates,1700
695582,1500,,200
