pincode,area,subcat_name,SUM(ed.qty)
670307,2800,UrinalsandBidets,1
670307,2800,Boxes,71
670307,2800,SandandFineAggregates,3500
670307,2800,MCBsandOtherProtectionDevices,2
670307,2800,PlumbingValvesandAccessories,24
670307,2800,RebarsandBindingWires,10
670307,2800,PVCandOtherPipes,243
670307,2800,ElectricalWires,30
670307,2800,Faucets,1
670307,2800,ElectricalConduits,345
670307,2800,WashBasinsandPedestals,4
670307,2800,PipeFittings,762
670307,2800,Multiwood,2248
670307,2800,Valves,2
670307,2800,ElectricalConduitFittings,290
670307,2800,Cement,1320
670142,1600,Cement,200
670142,1600,RebarsandBindingWires,3000
680006,2000,CoverPlatesandMountingFrames,119
680006,2000,MCBsandOtherProtectionDevices,32
673017,3000,PVCandOtherPipes,483
673017,3000,PipeFittings,459
673017,3000,,860
678013,40000,Cement,20000
678013,40000,CoarseAggregatesandBoulders,10000
679322,1500,ElectricalWiresandCables,5
689677,2000,,1485
682030,75000,Cement,45000
682030,75000,RebarsandBindingWires,225000
682030,75000,,225001
682030,75000,CoarseAggregatesandBoulders,101250
682030,75000,SandandFineAggregates,135000
682304,2000,Cement,3200
695316,785,KitchenSinks,2
670307,2000,RebarsandBindingWires,8
670307,2000,TataSteel,2
695021,2000,PVCandOtherPipes,175
695021,2000,Tiles-Vitrified,4204
695021,2000,PipeFittings,243
695021,2000,,5106
695021,2000,PlumbingValvesandAccessories,6
695021,2000,Tiles-Ceramic,568
695021,2000,WashBasinsandPedestals,3
695021,2000,Boxes,32
679553,1500,CoarseAggregatesandBoulders,5500
679553,1500,RebarsandBindingWires,10500
679553,1500,NULL,3000
679553,1500,Cement,600
679553,1500,SandandFineAggregates,2200
682030,2500,Cement,1500
680567,1000,Cement,500
686510,2500,Cement,1000
689502,2000,Cement,800
682304,2500,Cement,850
683581,2000,OtherWoodReplacements,1600
683581,2000,,1000
683104,2300,Tiles-Vitrified,2300
683104,2300,PVCandOtherPipes,650
683104,2300,WashBasinsandPedestals,1455
695025,1000,Cement,100
682305,2230,Tiles-Vitrified,4800
682305,2230,Cement,1000
682305,2230,ElectricalWiresandCables,300
682305,2230,RebarsandBindingWires,10000
682305,2230,Boxes,110
682305,2230,PipeFittings,4950
682305,2230,WashBasinsandPedestals,220
676101,2200,ShowerandShowerAccessories,2
676101,2200,CoarseAggregatesandBoulders,2970
676101,2200,CoverPlatesandMountingFrames,8
676101,2200,Cement,1760
676101,2200,Bricks,220000
676101,2200,MCBsandOtherProtectionDevices,16
676101,2200,ElectricalWiresandCables,32
676101,2200,RebarsandBindingWires,17600
676101,2200,Faucets,9
676101,2200,SandandFineAggregates,3960
676101,2200,Switchgear,2
682019,4800,ElectricalWiresandCables,100
682019,4800,Boxes,1
682301,500,PVCandOtherPipes,2
682301,500,CommonConsumables,221
682301,500,CementBasedBricks,1000
682301,500,ElectricalWires,2
682301,500,SandandFineAggregates,600
682301,500,ElectricalConsumables,8
682301,500,Boxes,2
682301,500,CoverPlatesandMountingFrames,2
691310,1500,Cement,2000
695541,1350,Cement,400
695541,1350,RebarsandBindingWires,1000
695541,1350,SandandFineAggregates,4000
695541,1350,CoarseAggregatesandBoulders,6000
695615,8500,Cement,2000
695615,8500,RebarsandBindingWires,4000
695615,8500,SandandFineAggregates,8000
695615,8500,CoarseAggregatesandBoulders,12000
676306,2000,ElectricalWiresandCables,1440
676306,2000,PipeFittings,780
676306,2000,Boxes,10
676306,2000,RebarsandBindingWires,8000
676306,2000,FaucetandShowerTrims,4
676306,2000,Valves,2
676306,2000,WashBasinsandPedestals,4
676306,2000,SandandFineAggregates,3600
676306,2000,KitchenTaps,2
676306,2000,Switchgear,1
676306,2000,WaterTanksandStorage,1
676306,2000,CoarseAggregatesandBoulders,2700
676306,2000,KitchenSinks,1
676306,2000,CoverPlatesandMountingFrames,4
676306,2000,Faucets,8
676306,2000,Bricks,20000
676306,2000,PVCandOtherPipes,30
676306,2000,MCBsandOtherProtectionDevices,14
676306,2000,Cement,800
676306,2000,ShowerandShowerAccessories,7
695003,3100,SandandFineAggregates,12000
695003,3100,CoarseAggregatesandBoulders,18000
695003,3100,Cement,800
695003,3100,RebarsandBindingWires,3000
695581,2500,CoarseAggregatesandBoulders,18000
695581,2500,ElectricalWiresandCables,10
695581,2500,Cement,1028
695581,2500,RebarsandBindingWires,2000
695581,2500,SandandFineAggregates,8000
695581,1100,TataSteel,10000
695581,1100,Cement,1000
695581,1100,Faucets,2
670142,8000,Cement,1
670307,37000,SandandFineAggregates,40000
670307,37000,CoarseAggregatesandBoulders,49000
670307,37000,RebarsandBindingWires,119134
670307,37000,,171111
670307,37000,Cement,14000
695006,1500,RebarsandBindingWires,6000
695006,1500,SandandFineAggregates,900
695006,1500,CoarseAggregatesandBoulders,2200
695006,1500,Cement,600
689105,300000,ElectricalWiresandCables,1
689105,300000,WallandRoofPaints,1
689105,300000,WhiteCementsandPutty,50
670602,1100,Tiles-Vitrified,400
695587,2650,RebarsandBindingWires,4
695587,2650,SandandFineAggregates,4
695587,2650,Bricks,1000
695587,2650,Cement,300
673631,1000,SandandFineAggregates,150
673631,1000,NULL,150
673631,1000,Bricks,300
676303,9500,PlumbingConsumables,260.8
676303,9500,Fans,8
676303,9500,CoverPlatesandMountingFrames,51
676303,9500,Boxes,39
676303,9500,AlliedProducts,7
676303,9500,PaintConsumables,67
676303,9500,Tiles-Vitrified,1350
676303,9500,Faucets,7
676303,9500,ElectricalWires,43
676303,9500,ElectricalConsumables,51.48
676303,9500,ElectricalConduits,3
676303,9500,ShowerandShowerAccessories,1
676303,9500,AirConditioner,1
676303,9500,Tiles-Ceramic,130
676303,9500,ElectricalConduitFittings,400
676303,9500,Valves,3
676303,9500,WhiteCementsandPutty,2
676303,9500,SandandFineAggregates,1000
676303,9500,DistributionBoardsandEnclosures,3
676303,9500,KitchenTaps,1
676303,9500,TelephoneandNetworkCables,1
676303,9500,CeramicWallTiles,492
676303,9500,ElectricalConsumables,1487.5
676303,9500,WashBasinsandPedestals,2
676303,9500,WallandRoofPaints,5
676303,9500,Cement,225
676303,9500,PipeFittings,123
676303,9500,CommonConsumables,1295.5
676303,9500,WoodenandMetallicPaints,1
676303,9500,SingleandMulticoreCables,264
673016,2000,CommonConsumables,626.5
673016,2000,CommonConsumables,130
673016,2000,OtherWoodReplacements,2656
673016,2000,WallandRoofPaints,30
673016,2000,Plywoods,1056
673016,2000,Cement,1600
670674,3000,Cement,600
670674,3000,RebarsandBindingWires,2000
695001,2000,ElectricalWiresandCables,1
695001,2000,CoarseAggregatesandBoulders,2700
695001,2000,Cement,800
695001,2000,Tiles-Vitrified,2600
695001,2000,RebarsandBindingWires,8000
695001,2000,WashBasinsandPedestals,3
695001,2000,SandandFineAggregates,3100
695581,2300,Cement,900
695581,2300,RebarsandBindingWires,5500
695581,2300,SandandFineAggregates,2200
695581,2300,CoarseAggregatesandBoulders,3000
689694,3000,WallandRoofPaints,1200
689694,3000,,2200
670307,2000,RebarsandBindingWires,6000
670307,2000,Bricks,500
670307,2000,Cement,1350
673592,2000,Cement,100
673592,2000,SandandFineAggregates,100
695017,10000,Cement,4000
695017,10000,RebarsandBindingWires,6000
695017,10000,SandandFineAggregates,8000
695017,10000,CoarseAggregatesandBoulders,10200
695017,10000,Tiles-Vitrified,200
695017,10000,WashBasinsandPedestals,2
695017,1800,SandandFineAggregates,8000
695017,1800,WashBasinsandPedestals,5
695017,1800,Tiles-Vitrified,250
695583,2000,Cement,1000
695583,2000,RebarsandBindingWires,6000
695583,2000,SandandFineAggregates,8000
695583,2000,CoarseAggregatesandBoulders,12000
695583,2000,Bricks,4500
691579,900,RebarsandBindingWires,2000
691579,900,SandandFineAggregates,7000
691579,900,CoarseAggregatesandBoulders,12000
691579,900,NULL,500
691579,900,Cement,1000
691578,2000,Cement,1000
673638,6000,Tiles-Vitrified,72000
676519,45000,WashBasinsandPedestals,120
676519,45000,SandandFineAggregates,81000
676519,45000,WallandRoofPaints,20
676519,45000,PipeFittings,525
676519,45000,CoarseAggregatesandBoulders,60750
676519,45000,MCBsandOtherProtectionDevices,4
676519,45000,Tiles-Vitrified,32767
676519,45000,Faucets,360
676519,45000,ElectricalWiresandCables,7500
676519,45000,Bricks,450000
676519,45000,CoverPlatesandMountingFrames,1740
676519,45000,BathroomAccessories,240
676519,45000,ShowerandShowerAccessories,240
676519,45000,Cement,100
676519,45000,DistributionBoardsandEnclosures,1
676519,45000,RebarsandBindingWires,180000
676519,45000,PVCandOtherPipes,600
673001,15000,RebarsandBindingWires,5000
673001,15000,SandandFineAggregates,8000
673001,15000,Cement,1000
673310,20000,Tiles-Vitrified,12000
695316,1800,RebarsandBindingWires,7000
695316,1800,SandandFineAggregates,2200
695316,1800,CoarseAggregatesandBoulders,2700
695011,37100,Cement,3000
695011,37100,SandandFineAggregates,4000
695011,37100,CoarseAggregatesandBoulders,6200
695011,37100,RebarsandBindingWires,17000
695011,37100,Bricks,50000
682030,65000,CoarseAggregatesandBoulders,30000
682030,65000,Cement,10000
682030,65000,SandandFineAggregates,36000
695011,1750,Tiles-Vitrified,175
695011,1750,,4425
695011,1750,Tiles-Ceramic,1600
680523,1350,Cement,600
680523,1350,WashBasinsandPedestals,3
680523,1350,RebarsandBindingWires,4000
680523,1350,ElectricalWiresandCables,5
680523,1350,SandandFineAggregates,2800
680523,1350,CoarseAggregatesandBoulders,1200
695141,1840,RebarsandBindingWires,7500
695141,1840,SandandFineAggregates,3600
695141,1840,ElectricalWiresandCables,5
695141,1840,CoarseAggregatesandBoulders,2600
695141,1840,Cement,730
670001,2850,CoarseAggregatesandBoulders,4000
670001,2850,Cement,1200
670001,2850,RebarsandBindingWires,8000
670001,2850,SandandFineAggregates,2400
691574,1800,SandandFineAggregates,8000
691574,1800,CoarseAggregatesandBoulders,24000
691574,1800,Tiles-Outdoor,1000
691574,1800,Cement,1600
691574,1800,ShowerandShowerAccessories,2
691574,1800,RebarsandBindingWires,24500
695004,2000,Bricks,30000
695587,2650,RebarsandBindingWires,9000
695587,2650,SandandFineAggregates,4500
695587,2650,ElectricalWiresandCables,5
695587,2650,CoarseAggregatesandBoulders,2700
695587,2650,Cement,1060
695587,2650,Tiles-Vitrified,2000
691510,5000,SandandFineAggregates,16000
691510,5000,CoarseAggregatesandBoulders,18000
691510,5000,,25
691510,5000,Cement,1000
691510,5000,RebarsandBindingWires,25000
673504,10000,Cement,5000
673504,10000,RebarsandBindingWires,20000
673504,10000,SandandFineAggregates,2500
673504,10000,CoarseAggregatesandBoulders,1000
673602,10000,RebarsandBindingWires,40000
673602,10000,Cement,4000
673638,12000,Cement,4250
673638,12000,SandandFineAggregates,21600
673638,12000,CoarseAggregatesandBoulders,16200
673638,12000,Bricks,120000
685612,3000,Cement,1200
685612,3000,RebarsandBindingWires,12000
685612,3000,SandandFineAggregates,7000
685612,3000,CoarseAggregatesandBoulders,4800
682024,2500,RoofingSheets,2500
676121,1800,,1000
676121,1800,Cement,200
686101,2000,Cement,800
686101,2000,RebarsandBindingWires,8000
686101,2000,SandandFineAggregates,3200
686101,2000,CoarseAggregatesandBoulders,2700
686101,2000,Bricks,4000
680511,2000,Cement,1000
680511,2000,RebarsandBindingWires,8000
695541,1800,Cement,800
695541,1800,RebarsandBindingWires,8000
679339,3000,Cement,600
679339,3000,NULL,600
679339,3000,RebarsandBindingWires,12000
673579,1700,RebarsandBindingWires,20000
673579,1700,CoarseAggregatesandBoulders,12000
673579,1700,Cement,700
673579,1700,SandandFineAggregates,6000
680506,3500,Cement,100
673601,1500,SandandFineAggregates,3
673601,1500,CoarseAggregatesandBoulders,3
673601,1500,Bricks,6
673601,1500,Cement,5
673601,1500,TataSteel,2
673601,1500,RebarsandBindingWires,10
695001,1500,PVCandOtherPipes,5
695001,1500,Tiles-Vitrified,1500
695001,1230,RebarsandBindingWires,4920
695001,1230,SandandFineAggregates,1968
695001,1230,CoarseAggregatesandBoulders,1660.5
695001,1230,Bricks,1892
695001,1230,Cement,492
679101,1250,RebarsandBindingWires,5000
679101,1250,SandandFineAggregates,2000
679101,1250,CoarseAggregatesandBoulders,1690
679101,1250,Bricks,2000
679101,1250,Cement,500
690515,2300,Cement,1000
690515,2300,Tiles-Vitrified,2000
690515,2300,RebarsandBindingWires,4000
690515,2300,WashBasinsandPedestals,3
690515,2300,SandandFineAggregates,3600
690515,2300,CoarseAggregatesandBoulders,3000
690515,2300,Bricks,30000
678623,14000,CoarseAggregatesandBoulders,18900
678623,14000,Bricks,21538
678623,14000,Cement,5600
678623,14000,RebarsandBindingWires,56000
678623,14000,SandandFineAggregates,22400
680307,2300,SandandFineAggregates,3680
680307,2300,CoarseAggregatesandBoulders,3105
680307,2300,Bricks,3540
680307,2300,Cement,920
680307,2300,RebarsandBindingWires,9200
695017,2000,WashBasinsandPedestals,2
695017,2000,SandandFineAggregates,2700
695017,2000,ElectricalWiresandCables,5
695017,2000,CoarseAggregatesandBoulders,3000
695017,2000,Cement,800
695017,2000,Tiles-Vitrified,2000
695017,2000,RebarsandBindingWires,8000
679322,90000,SandandFineAggregates,162000
679322,90000,CoarseAggregatesandBoulders,121500
679322,90000,Cement,36000
679322,90000,Bricks,900000
679322,90000,RebarsandBindingWires,360000
679322,90000,TataSteel,360000
691001,1500,WaterproofingChemicals,10
682038,1500,NULL,7
691003,7500,CoarseAggregatesandBoulders,5000
691003,7500,Cement,3000
691003,7500,RebarsandBindingWires,20000
691003,7500,SandandFineAggregates,12000
695582,60000,Cement,100000
695582,60000,RebarsandBindingWires,100000
695582,60000,SandandFineAggregates,350000
682024,2043,SandandFineAggregates,250
682024,2043,,3299.46
682024,2043,Tiles-Vitrified,1695
682024,2043,Cement,200
682024,2043,Tiles-Ceramic,192
682024,2043,ElectricalConduits,135
682024,2043,CeramicWallTiles,768
682024,2043,ElectricalConduitFittings,60
682024,2043,CementBasedBricks,700
682024,2043,Boxes,12
673574,2500,Bricks,3850
673574,2500,Cement,10989
673574,2500,RebarsandBindingWires,10000
673574,2500,SandandFineAggregates,4000
673574,2500,CoarseAggregatesandBoulders,3375
691001,2000,,3400
688521,1000,SandandFineAggregates,1800
688521,1000,ElectricalWiresandCables,2
688521,1000,CoarseAggregatesandBoulders,1950
688521,1000,Bricks,15000
688521,1000,Cement,400
688521,1000,Tiles-Vitrified,1000
688521,1000,RebarsandBindingWires,4000
688521,1000,WashBasinsandPedestals,1
673541,2500,Bricks,3850
673541,2500,Cement,1500
673541,2500,RebarsandBindingWires,10000
673541,2500,SandandFineAggregates,4000
673541,2500,CoarseAggregatesandBoulders,3375
695001,2600,CoarseAggregatesandBoulders,2800
695001,2600,Cement,1000
695001,2600,RebarsandBindingWires,4000
695001,2600,SandandFineAggregates,2000
673508,400,CoarseAggregatesandBoulders,600
673508,400,Cement,1125
673508,400,RebarsandBindingWires,1000
673508,400,SandandFineAggregates,400
679322,3500,Downlighters,370
679322,3500,,1770
679322,3500,WallandRoofPaints,4209
679322,3500,WhiteCementsandPutty,1
679322,3500,OtherWoodReplacements,3000
679329,35000,ElectricalConduits,600
679329,35000,CoverPlatesandMountingFrames,68
679329,35000,Cement,14025
679329,35000,ElectricalConduitFittings,300
679329,35000,RebarsandBindingWires,140000
679329,35000,ElectricalWiresandCables,86
679329,35000,Tiles-Vitrified,9000
679329,35000,,11000
679329,35000,ElectricalConsumables,34
679329,35000,Bricks,3900
679329,35000,Boxes,180
670307,20000,Cement,75
673009,2000,Cement,900
673009,2000,RebarsandBindingWires,4000
673009,2000,SandandFineAggregates,6700
673009,2000,Bricks,1550
673009,2000,CoarseAggregatesandBoulders,600
673009,2000,,50
683513,3000,,3635
682021,1800,Cement,20
673001,2400,ElectricalWiresandCables,3
673001,2400,Boxes,135
673001,2400,CommonConsumables,6
673001,2400,ElectricalConsumables,9.01
673001,2400,ElectricalConduits,170
673001,2400,ElectricalConduitFittings,70
673001,2400,DistributionBoardsandEnclosures,1
695013,1800,CoarseAggregatesandBoulders,1200
695013,1800,Bricks,10000
695013,1800,Cement,800
695013,1800,RebarsandBindingWires,4000
695013,1800,SandandFineAggregates,2400
695013,1800,PVCandOtherPipes,12
670307,1000,PVCandOtherPipes,200
670307,1000,NULL,2
670307,1000,Boxes,5
670307,1000,ElectricalConsumables,20
670307,1000,ElectricalWiresandCables,8
682304,3000,DistributionBoardsandEnclosures,4
682304,3000,PVCandOtherPipes,40
682304,3000,Tiles-Vitrified,1100
682304,3000,Boxes,60
673005,2800,WaterTanksandStorage,1
673005,2800,CoarseAggregatesandBoulders,3780
673005,2800,MCBsandOtherProtectionDevices,60
673005,2800,Faucets,10
673005,2800,Boxes,3
673005,2800,Valves,2
673005,2800,Bricks,28000
673005,2800,ShowerandShowerAccessories,10
673005,2800,ElectricalConduits,210
673005,2800,Cement,2240
673005,2800,WallandRoofPaints,4480
673005,2800,ElectricalWiresandCables,736
673005,2800,OtherBathroomFittings,10
673005,2800,PVCandOtherPipes,300
673005,2800,RebarsandBindingWires,22400
673005,2800,PipeFittings,405
673005,2800,SandandFineAggregates,5040
673005,2800,WashBasinsandPedestals,6
673005,2800,CoverPlatesandMountingFrames,3
670307,3800,Cement,500
670307,3800,RebarsandBindingWires,3500
673019,1323,SandandFineAggregates,2720
673019,1323,Accessories,5
673019,1323,Cement,565
673019,1323,WashBasinsandPedestals,4
673019,1323,ElectricalWiresandCables,30
673019,1323,CoarseAggregatesandBoulders,1790
673019,1323,ShowerandShowerAccessories,3
673019,1323,Tiles-Vitrified,1325
673019,1323,PVCandOtherPipes,220
673019,1323,Bricks,2000
673019,1323,FaucetandShowerTrims,3
673019,1323,Fans,11
673019,1323,PipeFittings,150
673019,1323,MCBsandOtherProtectionDevices,20
673019,1323,,1
673019,1323,BathroomAccessories,6
673019,1323,Lamps,14
673019,1323,WaterTanksandStorage,1
673019,1323,DistributionBoardsandEnclosures,1
673019,1323,RebarsandBindingWires,5300
673019,1323,Faucets,6
680506,2600,Valves,1
680506,2600,ShowerandShowerAccessories,5
680506,2600,Boxes,3
680506,2600,Bricks,26000
680506,2600,WaterTanksandStorage,1
680506,2600,Cement,1040
680506,2600,OtherBathroomFittings,10
680506,2600,ElectricalConduits,156
680506,2600,ElectricalWiresandCables,2190
680506,2600,WashBasinsandPedestals,6
680506,2600,RebarsandBindingWires,10400
680506,2600,PVCandOtherPipes,200
680506,2600,CoarseAggregatesandBoulders,3510
680506,2600,WallandRoofPaints,3120
680506,2600,PipeFittings,405
680506,2600,Faucets,10
680506,2600,CoverPlatesandMountingFrames,3
680506,2600,SandandFineAggregates,4680
671310,2000,Pavers,600
671310,2000,RebarsandBindingWires,6000
671310,2000,Fans,8
671310,2000,SandandFineAggregates,1800
671310,2000,Lamps,12
671310,2000,ElectricalWiresandCables,35
671310,2000,Tiles-Vitrified,1300
671310,2000,Cement,50
670307,3200,Tiles-Vitrified,3200
670307,3200,SandandFineAggregates,3900
670307,3200,WallandRoofPaints,360
670307,3200,CoarseAggregatesandBoulders,2700
670307,3200,WashBasinsandPedestals,6
670307,3200,Cement,1100
670307,3200,RebarsandBindingWires,11500
670307,2400,UrinalsandBidets,1
670307,2400,DistributionBoardsandEnclosures,1
670307,2400,WallandRoofPaints,400
670307,2400,,1000
670307,2400,Fans,8
670307,2400,CoverPlatesandMountingFrames,17
670307,2400,FaucetandShowerTrims,3
670307,2400,Cement,1200
670307,2400,Tiles-Vitrified,186.12
670307,2400,WashBasinsandPedestals,4
670307,2400,Boxes,16
670307,2400,PVCandOtherPipes,250
670307,2400,SandandFineAggregates,3250
670307,2400,OtherBathroomFittings,4
670307,2400,MCBsandOtherProtectionDevices,24
670307,2400,ShowerandShowerAccessories,4
670307,2400,ElectricalWiresandCables,28
670307,2400,Miscellaneous,4
670307,2400,RebarsandBindingWires,8100
670307,2400,CoarseAggregatesandBoulders,2500
670307,2500,Tiles-Vitrified,2000
670307,2500,Pavers,1000
670307,2500,Cement,850
670307,2500,WashBasinsandPedestals,1
670307,2500,RebarsandBindingWires,8000
670307,2500,SandandFineAggregates,3600
670307,2500,ElectricalWiresandCables,35
670307,950,WashBasinsandPedestals,1
670307,950,Fans,2
670307,950,Cement,1500
670307,950,Pavers,800
670307,950,RebarsandBindingWires,5000
670307,950,ElectricalWiresandCables,35
670307,950,SandandFineAggregates,1800
670307,950,WallandRoofPaints,1
670307,950,Tiles-Vitrified,1300
670307,950,,40
670353,1800,WallandRoofPaints,2
670353,1800,FaucetandShowerTrims,4
670353,1800,Faucets,5
670353,1800,NULL,2
670353,1800,BathroomAccessories,8
670353,1800,ShowerandShowerAccessories,4
670353,1800,Fans,13
670353,1800,AlliedProducts,4
670353,1800,,2342
670353,1800,OtherBathroomFittings,5
670353,1800,Pavers,600
670353,1800,Valves,6
670353,1800,WashBasinsandPedestals,4
670353,1800,BasinandBathroomCabinets,1
682314,6000,Cement,50
676106,4500,Bricks,45000
676106,4500,Cement,1800
676106,4500,RebarsandBindingWires,18000
676106,4500,SandandFineAggregates,8100
676106,4500,CoarseAggregatesandBoulders,6075
676317,20000,CommonConsumables,102
676317,20000,Tiles-Vitrified,2000
676302,2500,PipeFittings,352
676302,2500,CoarseAggregatesandBoulders,3375
676302,2500,Faucets,10
676302,2500,CoverPlatesandMountingFrames,2
676302,2500,Valves,2
676302,2500,Bricks,25000
676302,2500,ShowerandShowerAccessories,5
676302,2500,Boxes,16
676302,2500,WashBasinsandPedestals,11
676302,2500,ElectricalWiresandCables,1344
676302,2500,ElectricalConduits,1251
676302,2500,RebarsandBindingWires,10000
676302,2500,Cement,1000
676302,2500,PVCandOtherPipes,300
676302,2500,SandandFineAggregates,4500
676302,2500,OtherBathroomFittings,10
670141,2000,Cement,1000
670141,2000,RebarsandBindingWires,3000
670674,1400,CoarseAggregatesandBoulders,3000
670674,1400,Cement,700
670674,1400,RebarsandBindingWires,6000
670674,1400,SandandFineAggregates,3000
679101,2900,Cement,300
679101,2900,RebarsandBindingWires,3000
679101,2900,TataSteel,24123
673611,2000,Bricks,2000
673611,2000,RoofingTilesandShingles,500
673611,2000,Cement,50
686575,2100,Tiles-Vitrified,500
686575,2100,WashBasinsandPedestals,2
686575,2100,KitchenTaps,1
695572,1500,WashBasinsandPedestals,3
695572,1500,PVCandOtherPipes,3
695572,1500,ElectricalWiresandCables,12
695572,1500,Tiles-Vitrified,1500
676304,1500,Cement,20
676304,1500,RebarsandBindingWires,100
683517,2278,RebarsandBindingWires,6495
695582,1500,SandandFineAggregates,1000
690561,2000,CoarseAggregatesandBoulders,12000
690561,2000,Cement,20020020
673655,2000,Cement,500
673655,2000,SandandFineAggregates,1000
673001,1700,Chimney,1
673001,1700,WashBasinsandPedestals,5
673001,1700,PipeFittings,348
673001,1700,Tiles-Vitrified,1700
673001,1700,ElectricalWiresandCables,45
673001,1700,PVCandOtherPipes,36
673001,1700,KitchenSinks,1
673001,1700,FaucetandShowerTrims,5
673001,1700,Faucets,10
673001,1700,KitchenTaps,1
673001,1700,Fans,12
673001,1700,DistributionBoardsandEnclosures,1
673001,1700,ShowerandShowerAccessories,5
673001,1700,Hob,1
673001,1700,Lamps,13
673001,1700,PlumbingConsumables,421
673001,1700,MCBsandOtherProtectionDevices,30
673001,1700,OtherBathroomFittings,10
673001,500000,RebarsandBindingWires,15000
673001,500000,UrinalsandBidets,107
673001,500000,SandandFineAggregates,670000
673001,500000,CoarseAggregatesandBoulders,15000
673001,500000,Bricks,50000
673001,500000,Cement,100000
673001,500000,,500
691583,200000,,107
691583,200000,UrinalsandBidets,107
695014,103680,SandandFineAggregates,165888
695014,103680,CoarseAggregatesandBoulders,139968
695014,103680,Bricks,159507
695014,103680,Cement,41472
695014,103680,RebarsandBindingWires,414720
670307,1500,RebarsandBindingWires,8000
670307,1500,SandandFineAggregates,2000
670307,1500,Cement,900
673009,4000,Tiles-Vitrified,1000
691507,2500,Fans,369
691507,2500,Pumps,1
691507,2500,MCBsandOtherProtectionDevices,4
691507,2500,ElectricalConsumables,1
691507,2500,WaterTanksandStorage,1
691507,2500,ElectricalWires,4
691507,2500,Tiles-Vitrified,2302
691507,2500,ShowerandShowerAccessories,4
676508,2000,SandandFineAggregates,100
676508,2000,CoarseAggregatesandBoulders,100
676508,2000,DryMixandReadyMixMortar,10
676508,2000,RebarsandBindingWires,100
695582,2000,RebarsandBindingWires,8000
695582,2000,SandandFineAggregates,2600
695582,2000,CoarseAggregatesandBoulders,2000
695582,2000,Bricks,20000
695582,2000,Cement,800
683594,18000,RebarsandBindingWires,72000
683594,18000,SandandFineAggregates,32000
683594,18000,CoarseAggregatesandBoulders,24300
683594,18000,Bricks,360000
683594,18000,Cement,7200
673571,2000,MCBsandOtherProtectionDevices,131
673571,2000,ElectricalConsumables,23
673631,2600,Cement,100
673631,2600,WashBasinsandPedestals,5454
673631,2600,ElectricalConsumables,61.35
673631,2600,CoverPlatesandMountingFrames,44
673631,2600,MCBsandOtherProtectionDevices,27
682010,2000,ElectricalWiresandCables,5
682010,2000,,1
682010,2000,Cement,1000
673314,2000,Bricks,2325
673314,2000,Cement,800
673314,2000,SandandFineAggregates,3200
673314,2000,CoarseAggregatesandBoulders,2700
682024,5000,NULL,28
682024,5000,Cement,1000
682024,5000,WaterTanksandStorage,2
695007,1530,PlumbingConsumables,223
695007,1530,Faucets,50
695007,1530,BathroomAccessories,56
695007,1530,ElectricalWiresandCables,5
695007,1530,PlumbingValvesandAccessories,7
695007,1530,KitchenTaps,1
695007,1530,WaterTanksandStorage,1
695007,1530,KitchenSinks,2
695007,1530,Tiles-Vitrified,3800
695007,1530,PVCandOtherPipes,205
695007,1530,Cement,50
695007,1530,WashBasinsandPedestals,8
695007,1530,RebarsandBindingWires,1881
695007,1530,PipeFittings,444
695007,1530,Valves,35
695007,1530,ShowerandShowerAccessories,12
695007,1530,SandandFineAggregates,8000
673635,3000,,28
673305,1200,GranitesandMarbles,1200
673305,1200,ShowerandShowerAccessories,3
673305,1200,WallandRoofPaints,1000
673305,1200,WashBasinsandPedestals,2
673305,1200,Cement,800
673305,1200,RebarsandBindingWires,4800
673305,1200,Faucets,8
683104,1500,WallandRoofPaints,1000
683104,1500,Faucets,1
683104,1500,RebarsandBindingWires,100
683104,1500,TataSteel,2000
695024,2200,Cement,4000
695024,2200,WallandRoofPaints,12
695024,2200,ShowerandShowerAccessories,6
695024,2200,WoodenandMetallicPaints,2
695024,2200,,1236
695024,2200,Tiles-Vitrified,25
695024,2200,PaintConsumables,26
695024,2200,ElectricalWiresandCables,5
695024,2200,WashBasinsandPedestals,5
673104,800,Cement,350
673104,800,ShowerandShowerAccessories,1
673104,800,RebarsandBindingWires,3200
673104,800,SandandFineAggregates,1200
673104,800,WashBasinsandPedestals,1
683544,1100,Doors,1
683544,1100,Cement,50
683544,1100,Tiles-Vitrified,15520
673008,3000,Cement,50
671533,222,Cement,10
671533,222,RebarsandBindingWires,250
671533,222,SandandFineAggregates,113
671533,222,CoarseAggregatesandBoulders,113
673582,3350,Cement,100
673582,3350,RebarsandBindingWires,1000
673582,3350,SandandFineAggregates,1000
673017,6300,Cement,400
673017,6300,SandandFineAggregates,1180
680523,1500,Tiles-Ceramic,107
691556,2700,Cement,100
691556,2700,RebarsandBindingWires,5000
695007,1800,Cement,2008
695007,1800,ClayandLateriteBricks,20000
695007,1800,RebarsandBindingWires,3500
695007,1800,SandandFineAggregates,3500
695007,1800,CoarseAggregatesandBoulders,5000
695007,1800,Bricks,2200
673529,2700,Cement,60
673529,2700,RebarsandBindingWires,100
691512,1232,Cement,100
691512,1232,RebarsandBindingWires,51
691512,1232,SandandFineAggregates,1000
685515,2630,WashBasinsandPedestals,3
685515,2630,Tiles-Vitrified,870.56
685515,2630,Mirrors,2
685515,2630,KitchenSinks,1
685515,2630,WashBasinsandPedestals,5
